Supplementary Table 6. Platform Overlap with SomaScan, Olink, and MS Depleted Plasma;;;;;;;;;;;
"Plasma was depleted of the top 14 most highly abundant proteins prior to MS analysis.  The columns labeled by column letter(s) (gold header) have 1's representing unique presence in that column or columns.  Therefore, a gene product that is only present in column B will count as a 1 in the gold ""Column B"" column, but a gene product present in column B and another column will be counted in a separate column relating to the appropriate Venn category.";;;;;;;;;;;
;;;;;;;;;;;
;;;;4662;106;314;737;678;20;277;Total Counts
Gene Symbol;SomaScan.plasma;Olink.plasma;MS.plasma.Depleted;Column B;Column C;Column D;BC;BD;CD;BCD;
COL6A1;1;0;1;0;0;0;0;1;0;0;
KLK13;1;1;0;0;0;0;1;0;0;0;
NFE2L1;1;0;0;1;0;0;0;0;0;0;
COL6A5;1;0;0;1;0;0;0;0;0;0;
BICDL1;1;0;0;1;0;0;0;0;0;0;
MUL1;1;0;0;1;0;0;0;0;0;0;
RNF122;1;0;0;1;0;0;0;0;0;0;
SPART;1;0;0;1;0;0;0;0;0;0;
EQTN;1;0;0;1;0;0;0;0;0;0;
FAM162B;1;0;0;1;0;0;0;0;0;0;
TENM2;1;0;0;1;0;0;0;0;0;0;
MTMR1;1;0;0;1;0;0;0;0;0;0;
MEGF10;1;0;1;0;0;0;0;1;0;0;
FLNA;1;0;1;0;0;0;0;1;0;0;
MILR1;1;1;0;0;0;0;1;0;0;0;
THSD7A;1;0;0;1;0;0;0;0;0;0;
LPCAT2;1;0;0;1;0;0;0;0;0;0;
KRT5;1;0;1;0;0;0;0;1;0;0;
TSSK1B;1;0;0;1;0;0;0;0;0;0;
SMARCC1;1;0;0;1;0;0;0;0;0;0;
CHGA;1;0;1;0;0;0;0;1;0;0;
GCH1;1;0;0;1;0;0;0;0;0;0;
TMEM52;1;0;0;1;0;0;0;0;0;0;
CLEC12A;1;0;0;1;0;0;0;0;0;0;
YME1L1;1;0;0;1;0;0;0;0;0;0;
TINAGL1;1;1;0;0;0;0;1;0;0;0;
HNF1A;1;0;0;1;0;0;0;0;0;0;
SIT1;1;1;0;0;0;0;1;0;0;0;
CREB3L1;1;0;0;1;0;0;0;0;0;0;
CD93;1;1;1;0;0;0;0;0;0;1;
PUS1;1;0;0;1;0;0;0;0;0;0;
TBX5;1;0;0;1;0;0;0;0;0;0;
PKLR;1;0;0;1;0;0;0;0;0;0;
CXADR;1;1;0;0;0;0;1;0;0;0;
ITGB7;1;1;0;0;0;0;1;0;0;0;
MSR1;1;1;0;0;0;0;1;0;0;0;
NAGPA;1;0;0;1;0;0;0;0;0;0;
TBCE;1;0;0;1;0;0;0;0;0;0;
TXNDC5;1;1;1;0;0;0;0;0;0;1;
DNAJB9;1;0;0;1;0;0;0;0;0;0;
CDH15;1;1;0;0;0;0;1;0;0;0;
CTBP1;1;0;0;1;0;0;0;0;0;0;
TPMT;1;1;0;0;0;0;1;0;0;0;
FGFBP3;1;0;0;1;0;0;0;0;0;0;
C10orf105;1;0;0;1;0;0;0;0;0;0;
TMEM154;1;0;0;1;0;0;0;0;0;0;
UBE3A;1;0;0;1;0;0;0;0;0;0;
TBL2;1;0;0;1;0;0;0;0;0;0;
RIC3;1;0;0;1;0;0;0;0;0;0;
ERN1;1;0;0;1;0;0;0;0;0;0;
FDX2;1;0;0;1;0;0;0;0;0;0;
TCN1;1;0;1;0;0;0;0;1;0;0;
PCOLCE;1;1;1;0;0;0;0;0;0;1;
TMPRSS6;1;0;0;1;0;0;0;0;0;0;
ASL;1;0;1;0;0;0;0;1;0;0;
TGM1;1;0;0;1;0;0;0;0;0;0;
ADGRF1;1;0;0;1;0;0;0;0;0;0;
BPIFB1;1;0;1;0;0;0;0;1;0;0;
NAGS;1;0;0;1;0;0;0;0;0;0;
UROS;1;0;0;1;0;0;0;0;0;0;
LRCH4;1;0;0;1;0;0;0;0;0;0;
PAPLN;1;0;1;0;0;0;0;1;0;0;
QDPR;1;1;0;0;0;0;1;0;0;0;
MADCAM1;1;0;1;0;0;0;0;1;0;0;
SUN5;1;0;0;1;0;0;0;0;0;0;
TRABD;1;0;0;1;0;0;0;0;0;0;
CASQ1;1;0;0;1;0;0;0;0;0;0;
XDH;1;0;0;1;0;0;0;0;0;0;
ALDH1A1;1;1;1;0;0;0;0;0;0;1;
SELPLG;1;1;0;0;0;0;1;0;0;0;
CHCHD10;1;0;0;1;0;0;0;0;0;0;
GSTT2B;1;0;0;1;0;0;0;0;0;0;
LRP1B;1;0;0;1;0;0;0;0;0;0;
ATF6;1;0;1;0;0;0;0;1;0;0;
COL11A2;1;0;0;1;0;0;0;0;0;0;
GABBR1;1;0;0;1;0;0;0;0;0;0;
GAD1;1;0;0;1;0;0;0;0;0;0;
GRB7;1;0;0;1;0;0;0;0;0;0;
DCAF5;1;0;0;1;0;0;0;0;0;0;
LAIR1;1;1;0;0;0;0;1;0;0;0;
CD34;1;0;1;0;0;0;0;1;0;0;
SELENOS;1;0;0;1;0;0;0;0;0;0;
CYB5A;1;0;0;1;0;0;0;0;0;0;
NT5C2;1;0;0;1;0;0;0;0;0;0;
CSNK1D;1;1;0;0;0;0;1;0;0;0;
SCARA3;1;0;0;1;0;0;0;0;0;0;
LRRN1;1;1;0;0;0;0;1;0;0;0;
TMCC3;1;0;0;1;0;0;0;0;0;0;
NOTCH2;1;0;1;0;0;0;0;1;0;0;
SORT1;1;1;0;0;0;0;1;0;0;0;
TNR;1;1;0;0;0;0;1;0;0;0;
SAMHD1;1;0;0;1;0;0;0;0;0;0;
WWP1;1;0;0;1;0;0;0;0;0;0;
CREB3L4;1;0;0;1;0;0;0;0;0;0;
DSG3;1;1;0;0;0;0;1;0;0;0;
RAG1;1;0;0;1;0;0;0;0;0;0;
PMS2;1;0;0;1;0;0;0;0;0;0;
PCBD1;1;0;0;1;0;0;0;0;0;0;
PPM1D;1;0;0;1;0;0;0;0;0;0;
APOA5;1;0;1;0;0;0;0;1;0;0;
MRE11;1;0;0;1;0;0;0;0;0;0;
CHFR;1;0;0;1;0;0;0;0;0;0;
PXDNL;1;0;0;1;0;0;0;0;0;0;
BTG2;1;0;0;1;0;0;0;0;0;0;
CLK2;1;0;0;1;0;0;0;0;0;0;
USB1;1;0;0;1;0;0;0;0;0;0;
CSNK2B;1;0;0;1;0;0;0;0;0;0;
ARHGAP25;1;1;0;0;0;0;1;0;0;0;
LILRB3;1;0;0;1;0;0;0;0;0;0;
FANCF;1;0;0;1;0;0;0;0;0;0;
BLK;1;0;0;1;0;0;0;0;0;0;
TALDO1;1;0;1;0;0;0;0;1;0;0;
P4HA2;1;0;0;1;0;0;0;0;0;0;
NHEJ1;1;0;0;1;0;0;0;0;0;0;
TTN;1;0;0;1;0;0;0;0;0;0;
PLCB1;1;0;0;1;0;0;0;0;0;0;
EIF5A2;1;0;0;1;0;0;0;0;0;0;
ESS2;1;0;0;1;0;0;0;0;0;0;
GRB10;1;0;0;1;0;0;0;0;0;0;
RRM1;1;0;0;1;0;0;0;0;0;0;
TYMP;1;1;1;0;0;0;0;0;0;1;
AQP4;1;0;0;1;0;0;0;0;0;0;
MFN1;1;0;0;1;0;0;0;0;0;0;
TENM4;1;0;0;1;0;0;0;0;0;0;
AK2;1;0;1;0;0;0;0;1;0;0;
ADH5;1;0;1;0;0;0;0;1;0;0;
INPP5E;1;0;0;1;0;0;0;0;0;0;
GPR101;1;0;0;1;0;0;0;0;0;0;
ZNF18;1;0;0;1;0;0;0;0;0;0;
FOXL2;1;0;0;1;0;0;0;0;0;0;
ADH7;1;0;0;1;0;0;0;0;0;0;
RBM24;1;0;0;1;0;0;0;0;0;0;
PRPS1;1;0;0;1;0;0;0;0;0;0;
BLVRA;1;0;1;0;0;0;0;1;0;0;
KRT7;1;0;0;1;0;0;0;0;0;0;
ATF6B;1;0;1;0;0;0;0;1;0;0;
WFDC2;1;1;0;0;0;0;1;0;0;0;
CA8;1;0;0;1;0;0;0;0;0;0;
MVK;1;1;0;0;0;0;1;0;0;0;
PTK2B;1;0;0;1;0;0;0;0;0;0;
DNAI1;1;0;0;1;0;0;0;0;0;0;
RNF146;1;0;0;1;0;0;0;0;0;0;
KMT2C;1;0;0;1;0;0;0;0;0;0;
CARD9;1;0;0;1;0;0;0;0;0;0;
ACAD8;1;0;0;1;0;0;0;0;0;0;
PLSCR3;1;0;0;1;0;0;0;0;0;0;
FBXL4;1;0;0;1;0;0;0;0;0;0;
EHD4;1;0;0;1;0;0;0;0;0;0;
DLX3;1;0;0;1;0;0;0;0;0;0;
FAH;1;0;1;0;0;0;0;1;0;0;
RUFY1;1;0;0;1;0;0;0;0;0;0;
PDLIM1;1;0;1;0;0;0;0;1;0;0;
HNRNPC;1;0;0;1;0;0;0;0;0;0;
DTX1;1;0;0;1;0;0;0;0;0;0;
RECQL;1;0;0;1;0;0;0;0;0;0;
PQBP1;1;0;0;1;0;0;0;0;0;0;
TCTN2;1;0;0;1;0;0;0;0;0;0;
INA;1;0;0;1;0;0;0;0;0;0;
DNAJB2;1;0;0;1;0;0;0;0;0;0;
RHPN2;1;0;0;1;0;0;0;0;0;0;
SOCS3;1;0;0;1;0;0;0;0;0;0;
PYGL;1;0;1;0;0;0;0;1;0;0;
DNER;1;1;0;0;0;0;1;0;0;0;
POLR3F;1;0;0;1;0;0;0;0;0;0;
GALK1;1;0;0;1;0;0;0;0;0;0;
CAPZA1;1;0;1;0;0;0;0;1;0;0;
P4HB;1;1;1;0;0;0;0;0;0;1;
EIF3G;1;0;0;1;0;0;0;0;0;0;
