Protein IDs;Gene name;Protein name;Unique peptides K1.1;Unique peptides K1.2;Unique peptides K1.3;Unique peptides K2.1;Unique peptides K2.2;Unique peptides K2.3;Unique peptides K5.1;Unique peptides K5.2;Unique peptides K5.3;Unique peptides K8.1;Unique peptides K8.2;Unique peptides K8.3;Unique peptides K13.1;Unique peptides K13.2;Unique peptides K13.3;Unique peptides K14.1;Unique peptides K14.2;Unique peptides K14.3;Unique peptides K26.1;Unique peptides K26.2;Unique peptides K26.3;Unique peptides K33.1;Unique peptides K33.2;Unique peptides K33.3;Unique peptides K36.1;Unique peptides K36.2;Unique peptides K36.3;Unique peptides K38.1;Unique peptides K38.2;Unique peptides K38.3;Unique peptides K39.1;Unique peptides K39.2;Unique peptides K39.3;Unique peptides K40.1;Unique peptides K40.2;Unique peptides K40.3;LFQ intensity K1.1;LFQ intensity K1.2;LFQ intensity K1.3;LFQ intensity K2.1;LFQ intensity K2.2;LFQ intensity K2.3;LFQ intensity K5.1;LFQ intensity K5.2;LFQ intensity K5.3;LFQ intensity K8.1;LFQ intensity K8.2;LFQ intensity K8.3;LFQ intensity K13.1;LFQ intensity K13.2;LFQ intensity K13.3;LFQ intensity K14.1;LFQ intensity K14.2;LFQ intensity K14.3;LFQ intensity K26.1;LFQ intensity K26.2;LFQ intensity K26.3;LFQ intensity K33.1;LFQ intensity K33.2;LFQ intensity K33.3;LFQ intensity K36.1;LFQ intensity K36.2;LFQ intensity K36.3;LFQ intensity K38.1;LFQ intensity K38.2;LFQ intensity K38.3;LFQ intensity K39.1;LFQ intensity K39.2;LFQ intensity K39.3;LFQ intensity K40.1;LFQ intensity K40.2;LFQ intensity 40.3
P09486;SPARC;SPARC;7;7;7;6;8;6;7;6;7;8;7;7;8;7;8;8;6;7;7;6;9;7;7;6;8;7;6;8;8;8;7;7;7;7;7;7;50837000;54157000;50276000;67001000;58905000;53394000;66543000;57522000;66619000;79788000;60429000;55975000;80001000;79516000;72413000;54668000;42257000;47151000;41757000;54574000;60095000;57566000;57004000;49907000;62078000;57153000;62203000;69208000;81576000;65971000;54052000;49742000;48122000;59618000;49232000;57167000
P09603;CSF1;Macrophage colony-stimulating factor 1;3;2;3;3;2;3;4;2;3;4;4;2;5;5;4;3;3;4;4;4;4;3;4;3;4;3;4;4;3;4;3;3;3;3;3;3;22328000;18543000;20006000;19562000;17058000;18261000;18912000;22221000;21037000;26622000;24723000;22371000;23212000;24927000;22214000;17217000;18079000;16173000;23853000;22262000;22102000;19048000;16181000;16502000;15431000;16908000;18007000;22117000;23002000;18398000;23453000;20409000;19533000;17223000;15417000;16912000
P09668;CTSH;Pro-cathepsin H;3;2;2;2;2;2;2;3;4;5;4;2;1;2;2;3;3;4;5;5;3;2;1;3;3;4;4;2;2;3;3;3;2;3;3;4;10062000;9555800;8043900;7998200;8773100;5432700;10876000;8809800;7598500;15120000;12414000;16113000;0;3360800;3992800;10240000;12017000;8389400;11857000;11399000;13352000;7119000;0;6894700;10338000;8417500;9942900;5205500;6201800;5240100;10490000;7428300;8008100;9788300;7750700;8419500
P09871;C1S;Complement C1s subcomponent;10;13;10;11;12;10;11;10;11;11;12;9;10;10;8;10;9;10;11;12;11;12;13;11;11;11;11;12;13;11;11;11;11;11;12;11;195840000;196580000;204920000;145910000;146070000;204840000;208310000;207090000;193790000;189840000;167530000;190430000;110770000;105650000;105350000;172850000;186690000;185300000;173190000;183190000;180860000;177270000;156300000;162250000;193260000;202710000;168000000;207280000;196180000;188290000;184860000;205530000;203740000;190810000;197700000;202750000
P09936;UCHL1;Ubiquitin carboxyl-terminal hydrolase isozyme L1;0;2;0;2;0;0;0;0;0;2;0;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2277800;0;1946700;0;0;0;0;0;2590600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3010700;0;0;0;0;0;0
P09972;ALDOC;Fructose-bisphosphate aldolase C;4;6;4;8;8;6;7;5;7;9;7;5;10;8;8;1;5;6;8;8;7;9;7;5;3;3;4;7;6;6;4;7;6;3;2;3;18772000;18315000;20274000;25628000;27183000;40632000;26445000;17848000;21325000;26640000;29027000;33996000;38078000;38890000;34620000;12222000;24734000;21214000;31658000;26085000;29710000;26075000;19100000;17127000;12764000;19543000;14268000;23968000;28241000;23693000;23647000;21392000;21746000;16715000;17182000;19547000
P0C0L4;C4A;Complement C4-A;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;3;2;2;2;2;2;2;2;0;0;0;2;2;2;63714000;32617000;42871000;63426000;70425000;69238000;77907000;51955000;46717000;41301000;63629000;52221000;44328000;43219000;53464000;80845000;83733000;68969000;21347000;25435000;30350000;61481000;79074000;97404000;89216000;75532000;108340000;46160000;37060000;44373000;0;0;0;59438000;36531000;75550000
P0C0L5;C4B;Complement C4-B;3;4;3;2;2;3;3;3;4;2;2;2;4;3;3;2;2;2;4;3;4;3;3;3;2;2;2;3;3;3;4;3;3;3;4;2;3610900000;3981300000;4174400000;3702500000;3998200000;3627900000;3976900000;4117900000;4455500000;2145100000;2170800000;2064500000;2970900000;3127500000;3178400000;2782500000;2774600000;2959500000;2075200000;2228700000;2224200000;4348800000;4404600000;3960900000;2914100000;2720600000;2765700000;2232200000;2602700000;2404600000;1894300000;1909000000;1979700000;3421400000;3510900000;2721300000
P0CG06;;Ig lambda-3 chain C regions;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1460300000;1089100000;1081700000;1007800000;1345300000;894660000;1498900000;1998200000;1070400000;421360000;567340000;844620000;756570000;778480000;946690000;1207300000;1906200000;1553000000;1263100000;1316800000;955900000;1298700000;1509500000;1848600000;1919300000;1730600000;2446800000;787310000;938290000;1094800000;1407500000;1487400000;1421700000;1801500000;1177400000;1731000000
P0DJI8;SAA1;Serum amyloid A-1 protein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13051000;0;0;0;0;0;0;0;0;0;13054000
P10253;GAA;Lysosomal alpha-glucosidase;1;1;0;1;1;0;0;0;0;2;2;0;1;0;1;1;1;0;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4379900;2107200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P10451;SPP1;Osteopontin;7;7;8;7;7;7;7;6;7;7;7;7;6;7;7;4;6;7;7;7;7;5;5;7;7;7;6;7;6;5;6;6;5;6;6;7;580070000;581150000;594870000;780000000;759640000;590010000;457050000;462770000;346580000;587150000;518540000;685630000;614390000;657180000;599300000;402260000;422920000;449970000;689050000;570340000;666070000;282740000;277330000;367020000;461860000;554120000;521660000;406740000;424720000;335400000;299930000;318390000;415680000;237020000;196710000;554250000
P10586;PTPRF;Receptor-type tyrosine-protein phosphatase F;1;1;0;2;1;3;1;1;0;3;4;3;3;1;2;0;1;0;2;1;1;0;0;1;0;1;0;0;0;1;0;2;1;0;0;1;0;0;0;4590200;0;6329100;0;0;0;5090500;5628500;6045300;6093400;0;4906000;0;0;0;5538200;0;0;0;0;0;0;0;0;0;0;0;0;6099800;0;0;0;0
P10599;TXN;Thioredoxin;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;5873700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P10643;C7;Complement component C7;5;8;4;15;12;11;13;12;12;13;13;9;17;15;17;19;16;20;16;16;15;16;17;16;18;16;15;15;15;13;20;19;20;14;12;16;39377000;36116000;18876000;141080000;139370000;117710000;117630000;119790000;125250000;99397000;84506000;93220000;215420000;210990000;219020000;271990000;258560000;227220000;167120000;151890000;144110000;198210000;159370000;180530000;233860000;225440000;237960000;210800000;178290000;193820000;328800000;366960000;335760000;143910000;154130000;225500000
P10645;CHGA;Chromogranin-A;12;13;12;13;13;12;12;12;12;14;14;14;14;14;15;11;10;11;12;12;13;10;10;10;10;10;11;13;11;13;10;12;12;7;9;10;1197300000;1141200000;1078000000;1763800000;1510500000;1463300000;1059800000;1078700000;1054100000;1988000000;1820200000;1615600000;2276400000;2250400000;1829300000;835800000;722580000;754390000;1199900000;1291600000;1301700000;917790000;892740000;912370000;704240000;865190000;919800000;1301200000;1225400000;955410000;1047100000;948120000;959020000;468810000;437730000;865390000
P10721;KIT;Mast/stem cell growth factor receptor Kit;0;0;0;1;1;0;0;0;1;2;1;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2310300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P10745;RBP3;Retinol-binding protein 3;0;0;0;0;0;0;0;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1747600;2393300;1959600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P10909;CLU;Clusterin;16;16;13;16;16;16;15;15;16;16;16;14;18;16;16;15;16;16;17;15;15;14;14;15;17;15;16;18;13;18;14;15;17;16;16;15;4444500000;5380700000;3940300000;5630800000;5962400000;4531300000;4219300000;4576500000;5051200000;5773000000;7203800000;4647800000;6233100000;4483400000;5025200000;5129300000;4190300000;4775000000;4744900000;3788500000;4791200000;4967700000;5247500000;4220600000;6004300000;4283700000;5470800000;5387000000;4534800000;5778600000;4128300000;4359900000;5124300000;5089700000;5097600000;4284700000
P11021;HSPA5;78 kDa glucose-regulated protein;6;6;5;6;8;7;7;6;7;8;9;8;9;8;8;8;4;5;6;6;6;6;6;6;5;6;5;9;6;6;6;5;7;5;3;6;13653000;11490000;11559000;16706000;13171000;11339000;13812000;15284000;11507000;14667000;15020000;15211000;16369000;17268000;16007000;11711000;9572500;9925800;12030000;13366000;13137000;12464000;10292000;14059000;9957300;10232000;12183000;12166000;14092000;12419000;13451000;12382000;11963000;9719300;9362300;10234000
P11047;LAMC1;Laminin subunit gamma-1;1;3;0;3;3;2;2;1;1;4;7;4;2;4;4;2;2;0;3;4;3;1;0;1;0;3;3;2;3;1;1;2;2;1;1;3;0;3534300;0;4469100;5492000;4053400;3863400;0;0;4964300;5663600;4306700;3985700;4637200;4698800;3627500;5521800;0;4562800;4039100;4252700;0;0;0;0;4546000;4979500;4367700;4521400;0;0;3751400;3564000;0;0;4547100
P11362;FGFR1;Fibroblast growth factor receptor 1;0;0;0;1;2;2;0;0;0;0;2;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;19916000;15235000;0;0;0;0;14269000;18291000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13599000;0;0;0;0;0;0;0
P12109;COL6A1;Collagen alpha-1(VI) chain;8;9;9;11;11;11;12;9;10;13;12;12;10;11;11;10;8;10;10;13;12;8;12;7;9;9;9;9;8;9;6;9;7;9;10;9;74778000;76387000;73719000;158870000;139460000;103770000;83713000;98635000;83053000;151560000;146860000;129690000;89575000;85716000;93294000;83777000;90279000;73959000;103290000;102090000;109560000;73638000;64007000;73032000;77904000;78554000;84820000;93358000;117150000;106640000;60273000;59587000;50989000;86605000;77242000;78572000
P12110;COL6A2;Collagen alpha-2(VI) chain;0;1;0;1;1;1;0;0;2;1;0;0;1;0;1;2;1;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;1546300;0;0;0;0;0;0;1461500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1877600;0
P12111;COL6A3;Collagen alpha-3(VI) chain;3;3;2;3;1;2;5;1;3;6;2;2;6;3;4;2;2;2;5;4;6;5;0;0;4;2;4;3;2;2;3;6;4;5;1;2;5270000;5744100;4479800;6130300;0;5306800;5137000;0;6878400;7923800;7418100;4029900;6672700;6595200;6038600;5303900;0;8483100;5653600;5573500;6706700;8163000;0;0;5534000;5904200;6129100;5116700;7314400;5963700;6290800;6165000;6851300;6689100;0;5905600
P12259;F5;Coagulation factor V;8;8;6;10;8;8;11;8;10;13;11;7;8;7;9;8;7;5;6;4;5;8;5;7;10;10;9;10;8;9;6;7;7;8;7;10;22164000;18419000;14825000;19188000;14368000;17173000;27964000;27966000;19908000;22984000;27926000;29880000;18136000;13856000;18707000;22383000;22847000;19403000;16862000;10313000;15592000;22427000;18944000;24714000;31584000;31486000;27438000;20679000;18888000;22270000;17691000;15779000;16252000;17799000;19821000;31494000
P12318;FCGR2A;Low affinity immunoglobulin gamma Fc region receptor II-a;0;1;0;2;0;0;1;0;0;2;0;0;1;2;0;0;1;2;2;2;1;0;1;0;2;2;0;1;1;1;0;0;0;2;0;2;0;0;0;2093100;0;0;0;0;0;2926900;0;0;0;2883400;0;0;0;3907600;3956800;3298700;0;0;0;0;3373600;4459900;0;0;0;0;0;0;0;2610600;0;4460900
P13473;LAMP2;Lysosome-associated membrane glycoprotein 2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;14896000;31485000;26370000;17473000;14582000;42222000;30095000;16368000;20889000;25898000;22167000;40983000;23791000;25070000;21885000;22861000;0;0;36564000;30184000;31613000;18333000;17228000;12643000;24575000;37743000;18273000;22370000;21975000;41380000;0;0;0;0;31268000;37752000
P13521;SCG2;Secretogranin-2;9;12;7;11;11;10;10;8;10;13;12;9;12;10;10;8;9;8;12;10;12;11;9;8;8;10;9;13;9;11;9;9;9;6;7;10;110800000;136380000;101850000;176290000;151630000;106680000;106520000;119830000;94812000;214740000;193350000;180430000;194710000;161460000;158430000;77582000;73312000;82629000;127220000;131370000;151240000;111740000;100940000;108380000;90045000;84665000;98127000;141240000;112580000;120990000;99491000;103230000;101410000;67394000;57675000;84685000
P13591;NCAM1;Neural cell adhesion molecule 1;14;17;15;15;16;16;14;12;16;17;17;15;17;17;17;15;14;13;17;18;17;16;17;15;16;16;15;16;16;16;13;14;13;15;13;16;287810000;301250000;293700000;365050000;316960000;333900000;291770000;258200000;282340000;405050000;379750000;428190000;447130000;445390000;379020000;238040000;217440000;218840000;315280000;367070000;359710000;286630000;261000000;271850000;240780000;250490000;246690000;277910000;317690000;275270000;276800000;250190000;226910000;234640000;216650000;250550000
P13611;VCAN;Versican core protein;5;5;2;5;6;1;4;3;2;9;5;2;7;5;5;5;3;5;4;4;3;3;3;4;3;2;3;5;5;6;2;4;2;3;4;2;10154000;10859000;9071600;10262000;6996500;0;9862900;11855000;0;19610000;10949000;10612000;14079000;16215000;13571000;9225000;10133000;8875800;8410400;9961900;11190000;7124800;7440700;7626900;6603100;6962600;7826900;13250000;18123000;14428000;0;7115100;7349300;7839900;5500600;6964300
P13671;C6;Complement component C6;9;8;9;4;6;6;7;5;7;6;7;6;7;10;9;13;11;13;10;8;7;11;11;11;10;13;7;9;8;10;8;11;8;10;9;13;41416000;29060000;32585000;23342000;26618000;26844000;28205000;27106000;24262000;18969000;27119000;26000000;23584000;26535000;29963000;47200000;46954000;47536000;30500000;32553000;24490000;42179000;36284000;44108000;42214000;42720000;30207000;27398000;29719000;31314000;38404000;31359000;35771000;42103000;41695000;42730000
P13796;LCP1;Plastin-2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2760900;0;0;0;0;0;0;0;0;0;0;0
P13987;CD59;CD59 glycoprotein;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;144500000;135240000;122460000;177170000;155580000;152700000;128570000;140280000;136880000;173320000;147970000;148590000;207430000;202550000;189200000;115500000;121340000;112100000;141030000;151450000;153170000;129520000;109580000;125140000;81793000;117960000;102350000;134290000;181410000;125020000;133270000;139810000;121990000;115570000;98376000;117990000
P14151;SELL;L-selectin;3;4;3;2;1;0;2;2;2;2;2;2;3;2;3;2;2;2;2;2;1;2;3;3;3;4;2;2;2;3;2;3;3;4;2;4;9254500;6344500;7923000;3952500;0;0;4912500;5159000;4365700;3737700;4271000;4341600;5182500;5853800;6319000;4476400;4369600;4188500;5259300;4575500;0;4184800;4103700;7339500;5763100;6175200;6654500;5229000;5159900;4859500;4947100;4757000;4735000;6389500;6179400;6176600
P14207;FOLR2;Folate receptor beta;1;2;0;1;0;1;1;0;1;2;0;0;3;2;1;1;1;1;2;1;1;0;1;1;1;2;1;1;1;1;1;1;1;1;1;2;0;6127600;0;0;0;0;0;0;0;0;0;0;5523100;0;0;0;0;0;3874000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P14209;CD99;CD99 antigen;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;5517200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P14314;PRKCSH;Glucosidase 2 subunit beta;1;1;1;2;1;2;1;1;1;1;1;2;1;2;0;1;1;0;2;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;14051000;0;9499200;0;0;0;0;0;10190000;0;10443000;0;0;0;0;8128200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P14543;NID1;Nidogen-1;2;0;0;3;1;2;2;2;2;7;7;2;5;3;1;1;1;1;2;1;7;0;1;2;1;1;1;6;3;0;0;2;0;0;1;1;6166000;0;0;5137400;4989000;4224200;5428800;6550600;6304400;10129000;11461000;6292000;7492600;6088200;4641500;0;5946700;0;5021600;5781700;6611500;0;0;4968300;0;0;5515300;7387800;7865600;0;0;0;0;0;0;0
P14618;PKM;Pyruvate kinase PKM;11;12;11;12;12;13;11;11;11;13;14;12;15;15;12;10;12;11;12;14;12;11;14;11;10;10;8;12;11;11;11;14;12;13;8;10;66053000;56054000;61397000;86786000;69658000;62019000;70277000;93297000;67646000;86510000;102850000;95907000;105040000;110480000;104910000;60764000;55263000;63635000;95646000;103650000;92763000;68845000;56956000;66644000;51120000;55906000;53177000;65495000;89801000;74557000;88028000;69816000;63877000;45045000;42905000;55919000
P15502;ELN;Elastin;0;1;0;1;1;1;1;2;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3528800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P15586;GNS;N-acetylglucosamine-6-sulfatase;0;0;0;1;1;1;1;0;0;2;2;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3498100;2855400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4019000;0;0;0;0;0;0;0
P16035;TIMP2;Metalloproteinase inhibitor 2;2;6;5;3;4;5;6;4;4;4;4;3;6;6;4;4;4;4;5;6;6;6;6;2;6;5;3;6;4;6;5;5;6;4;5;5;46537000;37162000;35003000;36597000;33868000;42933000;53587000;54460000;51926000;38510000;35386000;39673000;39105000;38584000;39197000;37653000;34963000;34115000;39160000;40435000;36343000;35120000;31049000;40596000;45420000;47409000;41517000;42202000;46797000;41199000;46366000;35528000;30515000;35242000;37108000;47420000
P16070;CD44;CD44 antigen;1;1;1;2;2;2;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;0;24660000;34200000;59590000;24167000;0;0;0;40406000;26058000;27793000;0;37367000;38800000;40278000;31522000;16067000;27043000;0;48854000;42600000;25912000;26601000;0;31424000;0;31535000;30000000;32203000;36019000;36079000;40048000;34930000;34673000;32634000;0
P16519;PCSK2;Neuroendocrine convertase 2;0;0;0;1;1;0;0;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2794000;2080800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P16870;CPE;Carboxypeptidase E;6;7;7;9;10;8;7;6;9;9;10;9;10;9;9;7;7;11;8;8;10;8;8;8;7;7;5;8;8;10;7;8;6;7;8;7;95958000;96275000;86983000;215590000;221510000;149940000;127230000;145260000;119730000;179700000;175940000;156120000;136920000;128640000;125030000;142050000;125820000;124920000;109590000;116400000;135100000;119820000;111970000;115820000;85910000;105410000;113300000;157200000;168820000;163180000;82787000;82602000;70810000;116590000;89389000;105440000
P17174;GOT1;Aspartate aminotransferase, cytoplasmic;3;7;6;9;9;7;7;5;5;9;10;8;7;9;8;5;4;6;8;8;6;7;6;4;3;4;4;6;6;5;4;7;4;3;4;4;29495000;29391000;23840000;36177000;41090000;34039000;29520000;28797000;30789000;42814000;34786000;37049000;44264000;48811000;37228000;26207000;24836000;25777000;34493000;42619000;37299000;29987000;20344000;22063000;18888000;23573000;20450000;28153000;35815000;29549000;34174000;29836000;23975000;20326000;13971000;23579000
P17900;GM2A;Ganglioside GM2 activator;4;4;4;4;3;4;4;3;3;4;4;3;4;4;4;4;4;5;5;4;4;4;4;3;4;4;4;4;4;4;4;2;3;3;3;4;161110000;156260000;125150000;186610000;169740000;156580000;133660000;161830000;183150000;197250000;177090000;138580000;242530000;218090000;199810000;131410000;120510000;126190000;207460000;197550000;265070000;140990000;127920000;151780000;138150000;130750000;145850000;171660000;125490000;162410000;124170000;139470000;153220000;121710000;129990000;130780000
P17936;IGFBP3;Insulin-like growth factor-binding protein 3;1;3;1;3;3;2;3;3;2;2;3;2;2;1;3;2;3;3;2;2;1;1;2;3;2;2;2;3;1;2;1;2;2;1;2;2;0;4578700;0;7056900;8558700;4810900;5290400;8999200;6972800;6084000;6830500;6969900;7337200;5505300;7005700;5540400;5822000;4787900;4785300;4454900;7839100;6256600;5851800;6569000;4542300;5808900;4273900;5047700;4964400;5992300;0;5952000;5975800;5669600;5727600;5810300
P18065;IGFBP2;Insulin-like growth factor-binding protein 2;5;6;4;5;6;5;6;5;6;6;6;5;7;7;7;5;5;6;6;6;5;6;6;5;7;6;5;7;6;6;5;5;6;6;5;6;155810000;144970000;123490000;130160000;121610000;107580000;181080000;206710000;195000000;164740000;169260000;139670000;221630000;168880000;195190000;130980000;138390000;131210000;173320000;129790000;170800000;136920000;153310000;157550000;167340000;157910000;195560000;165220000;116650000;144520000;110350000;127640000;146700000;114020000;118520000;157950000
P18428;LBP;Lipopolysaccharide-binding protein;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;2;0;0;0;2;1;1;2;0;0;0;1;1;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1923300;0;0;4391000;0;0;0;3548000;0;0;4461600;0;0;0;0;0;0;0;0;0;7530200;0
P18669;PGAM1;Phosphoglycerate mutase 1;2;1;0;0;1;1;1;1;1;4;3;2;4;4;3;2;1;1;3;3;3;2;2;0;0;1;0;3;2;2;0;2;2;2;2;1;4006300;0;0;0;0;0;0;0;0;5926000;6134300;0;4876100;6249700;0;0;0;0;5212800;7378600;7071300;4761800;3496600;0;0;0;0;5511900;4732200;5762400;0;7202300;4024900;5939400;0;0
P19021;PAM;Peptidyl-glycine alpha-amidating monooxygenase;12;13;8;14;13;13;15;10;13;15;14;14;16;12;16;10;11;11;14;13;14;13;13;11;12;13;13;11;11;13;9;11;11;10;8;13;64812000;63080000;58187000;89640000;74309000;73571000;67029000;65140000;68064000;98746000;101910000;93061000;98517000;81922000;76611000;45915000;48678000;43991000;69547000;63817000;83948000;68007000;60947000;53445000;53868000;58634000;51405000;69280000;67698000;63453000;57001000;49985000;63908000;45698000;46523000;58648000
P19022;CDH2;Cadherin-2;5;7;5;10;8;8;6;6;7;8;11;9;8;9;7;8;5;7;8;7;7;7;6;6;8;6;7;7;9;8;5;5;5;6;7;6;121330000;109190000;94031000;125980000;126220000;111290000;99757000;106270000;103240000;141170000;138900000;125130000;174420000;161190000;135580000;88952000;88811000;80715000;116790000;107120000;154570000;97424000;101140000;92571000;77568000;81197000;95413000;118900000;104710000;106250000;88255000;89562000;89512000;70429000;69808000;81216000
P19320;VCAM1;Vascular cell adhesion protein 1;1;1;1;1;1;0;1;2;1;1;2;0;2;2;2;1;0;0;1;1;2;2;2;1;2;0;0;2;1;3;1;1;1;1;1;0;0;0;0;0;0;0;0;1976500;0;0;0;0;1235400;1568800;1643200;0;0;0;0;0;1583300;1918100;0;0;0;0;0;1271700;0;0;0;0;0;0;0;0
P19652;ORM2;Alpha-1-acid glycoprotein 2;6;6;5;5;6;5;6;6;5;5;4;5;5;5;5;6;6;5;5;6;4;6;6;6;5;6;6;5;4;6;6;6;7;5;6;6;415650000;513600000;500660000;193240000;253940000;215930000;344690000;241060000;359930000;237040000;183430000;218900000;182410000;246220000;237890000;651620000;599120000;521810000;221140000;287070000;228930000;369280000;458250000;371730000;475570000;455770000;460800000;403970000;389550000;474240000;542830000;483730000;519650000;427940000;467520000;455880000
P19823;ITIH2;Inter-alpha-trypsin inhibitor heavy chain H2;6;8;7;7;8;8;6;6;9;8;7;7;8;6;7;12;13;12;5;8;4;12;13;10;9;9;10;11;7;11;9;9;13;13;11;9;126540000;90321000;113120000;95135000;84177000;74938000;108360000;99613000;94512000;45992000;70187000;79611000;72745000;70748000;77670000;168540000;192890000;165430000;77481000;68518000;55803000;140540000;126360000;145200000;123850000;120840000;133990000;70117000;68589000;80054000;159720000;123650000;163050000;175200000;131900000;120860000
P19827;ITIH1;Inter-alpha-trypsin inhibitor heavy chain H1;4;5;5;3;3;2;5;4;5;2;3;3;4;3;4;9;8;7;4;3;3;6;8;5;4;5;5;3;2;5;5;10;8;5;6;5;38123000;24988000;31594000;24656000;15339000;9821200;35865000;36752000;27867000;8362200;25468000;27874000;21679000;24830000;25857000;62341000;58674000;72755000;21008000;24149000;8366500;58966000;46656000;49649000;48659000;31475000;28304000;16583000;26537000;29483000;54423000;60302000;53178000;68352000;53131000;31483000
P19835;CEL;Bile salt-activated lipase;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;6;7;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3172000;0;0;17706000;16423000;18800000;11853000;8354500;0
P19961;AMY2B;Alpha-amylase 2B;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;586460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P20062;TCN2;Transcobalamin-2;1;1;0;1;0;1;2;1;1;3;1;0;2;2;2;2;1;2;2;1;2;1;1;1;3;0;0;1;1;1;1;1;2;1;2;0;0;0;0;0;0;0;0;0;0;2030800;0;0;2604400;2557200;2263200;3055800;0;2141200;1944400;1847900;2057400;0;0;0;1992900;0;0;0;0;0;0;0;1706300;0;0;0
