From	Entry
ENSP00000317971	Q8N5D0
ENSP00000424565	Q9BYE9
ENSP00000317165	A5PL33
ENSP00000260600	O60266
ENSP00000260191	O95264
ENSP00000262719	O60346
ENSP00000464932	O43934
ENSP00000298527	Q9P126
ENSP00000206595	Q7L622
ENSP00000297578	Q9H2D1
ENSP00000323191	Q9NXZ1
ENSP00000304987	Q13515
ENSP00000287025	Q96E29
ENSP00000424126	Q6DN14
ENSP00000405012	E7ESW6
ENSP00000480703	Q96NT5
ENSP00000360497	O15541
ENSP00000257312	Q86YF9
ENSP00000476176	U3KQS2
ENSP00000448083	Q9ULQ1
ENSP00000369996	Q9H3M9
ENSP00000360797	Q9H257
ENSP00000433343	Q9BPY3
ENSP00000323696	O75718
ENSP00000386770	A0A1C7CYW8
ENSP00000322570	Q07864
ENSP00000381129	P32298
ENSP00000397693	P17035
ENSP00000377233	Q96P48
ENSP00000229214	Q13601
ENSP00000396857	Q5TEC3
ENSP00000475189	Q69YU3
ENSP00000260010	O60603
ENSP00000007414	Q9BZF2
ENSP00000347730	O15090
ENSP00000341268	Q15628
ENSP00000365005	Q56UN5
ENSP00000407685	P22105
ENSP00000367890	O95544
ENSP00000340125	O96001
ENSP00000340297	O15013
ENSP00000413861	Q9Y336
ENSP00000250457	Q9H6Z9
ENSP00000259711	Q9H1H9
ENSP00000426654	Q9UJX5
ENSP00000368475	P17010
ENSP00000336790	P18848
ENSP00000331504	P07332
ENSP00000222345	O60292
ENSP00000376417	Q8NEN0
ENSP00000222382	Q9HB55
ENSP00000358909	Q96NB2
ENSP00000370713	Q9NS39
ENSP00000363891	Q9HBR0
ENSP00000365899	Q9NZR4
ENSP00000296149	Q0PNE2
ENSP00000322242	Q8N5U6
ENSP00000380054	Q96JC9
ENSP00000266025	Q12893
ENSP00000414287	G3XAK1
ENSP00000283921	P31260
ENSP00000263253	Q09472
ENSP00000351008	O95447
ENSP00000242786	P48960
ENSP00000382026	Q8WVX3
ENSP00000259053	Q8IX05
ENSP00000261858	O94923
ENSP00000283148	Q8NBZ7
ENSP00000375220	Q96RT6
ENSP00000339404	Q8N9N2
ENSP00000417291	Q9BWE0
ENSP00000348453	Q9NQ90
ENSP00000431840	Q8NFF2
ENSP00000322304	Q9H237
ENSP00000247226	A1L390
ENSP00000360645	Q9UKM7
ENSP00000453281	Q2KHR2
ENSP00000453281	A0A8C8UYX0
ENSP00000280082	Q96PC5
ENSP00000381034	O14544
ENSP00000311502	Q9ULI3
ENSP00000353462	Q9NQ75
ENSP00000406157	O95340
ENSP00000285238	O15438
ENSP00000332663	A0A499FJE4
ENSP00000348234	P17735
ENSP00000289575	A0A024R5I4
ENSP00000384290	Q8WVS4
ENSP00000481012	A0A5E8
ENSP00000414330	Q8IXN7
ENSP00000333519	Q9HC58
ENSP00000261590	Q14126
ENSP00000331106	Q7Z412
ENSP00000252087	Q9Y5F6
ENSP00000442788	Q6N021
ENSP00000324020	Q9NS87
ENSP00000436262	Q8NAB2
ENSP00000263409	P42702
ENSP00000335246	O75356
ENSP00000341351	Q96JK2
ENSP00000231509	P04150
ENSP00000397925	O75185
ENSP00000353249	Q8NDL9
ENSP00000435954	Q6PIU1
ENSP00000355629	Q14746
ENSP00000381628	Q9UN75
ENSP00000310841	Q5XUX0
ENSP00000357425	Q92484
ENSP00000331040	Q13516
ENSP00000349358	Q8N999
ENSP00000423190	Q8N5Z0
ENSP00000368976	Q9BVG8
ENSP00000402457	Q3KR37
ENSP00000240617	Q6P4A8
ENSP00000420387	P98196
ENSP00000325822	P19099
ENSP00000253122	P48029
ENSP00000385787	Q99575
ENSP00000471896	Q14653
ENSP00000260723	Q32M84
ENSP00000367315	A6NIK2
ENSP00000428205	Q969P5
ENSP00000399392	Q5BVD1
ENSP00000267425	Q86U38
ENSP00000380150	Q9BXL7
ENSP00000477920	A0A087WTJ2
ENSP00000252729	Q9BXT2
ENSP00000278829	Q9Y5Q0
ENSP00000252590	Q9BX97
ENSP00000280979	Q13023
ENSP00000204679	Q9UJJ9
ENSP00000355470	Q6PJW8
ENSP00000391806	E7ENX8
ENSP00000417061	Q9C0B2
ENSP00000261693	Q8WTV0
ENSP00000481684	A0A087WYB9
ENSP00000420194	P41180
ENSP00000321711	Q8TF46
ENSP00000452277	Q8NGP0
ENSP00000349436	Q13444
ENSP00000265723	P21439
ENSP00000351052	Q86WB0
ENSP00000056217	Q12774
ENSP00000330218	O00570
ENSP00000005178	Q16654
ENSP00000289272	Q9Y5I0
ENSP00000399938	Q4VC44
ENSP00000252825	P23327
ENSP00000295704	Q96BH1
ENSP00000356905	O95497
ENSP00000455265	Q15572
ENSP00000347379	Q16625
ENSP00000379862	O43405
ENSP00000434655	Q9Y5H6
ENSP00000265565	Q12770
ENSP00000379500	Q8IX04
ENSP00000343890	Q5TA50
ENSP00000473001	A0A0C3SFZ9
ENSP00000259351	Q5JS13
ENSP00000243706	Q68CZ6
ENSP00000268712	O75376
ENSP00000482502	Q6NUM6
ENSP00000351310	A6NMZ7
ENSP00000475344	P35414
ENSP00000216446	Q9NYT0
ENSP00000437737	P28223
ENSP00000268802	Q9ULX3
ENSP00000216271	Q969S8
ENSP00000264198	Q969V5
ENSP00000386230	Q9NVV2
ENSP00000436426	Q9UN72
ENSP00000309767	P59044
ENSP00000263174	Q9NP74
ENSP00000481848	A0A087WYJ0
ENSP00000381758	Q9UMQ6
ENSP00000450040	Q86U10
ENSP00000429808	Q9Y5H8
ENSP00000431748	Q9Y5H9
ENSP00000310998	Q9UK23
ENSP00000355902	Q9NW75
ENSP00000381654	Q8TB92
ENSP00000318374	Q96PV6
ENSP00000395281	Q5BN46
ENSP00000313088	Q8TDF5
ENSP00000351327	Q5JQC9
ENSP00000384126	Q14392
ENSP00000337572	Q86XP1
ENSP00000261226	Q9ULS5
ENSP00000265000	Q86SF2
ENSP00000331342	Q6WKZ4
ENSP00000429065	Q9NV88
ENSP00000430075	P23109
ENSP00000363667	P26045
ENSP00000315564	Q3B8N2
ENSP00000380421	A0A0A0MS77
ENSP00000337261	Q92888
ENSP00000282466	Q6WRI0
ENSP00000359490	Q96PP9
ENSP00000352645	Q9NV66
ENSP00000353128	Q5VW00
ENSP00000381840	Q6ZN18
ENSP00000329932	Q6DKI2
ENSP00000398560	Q96N96
ENSP00000345216	Q70EL1
ENSP00000475028	P0DTE5
ENSP00000386869	O43151
ENSP00000381636	Q9Y5I1
ENSP00000384376	B5MCY1
ENSP00000261866	Q96JI7
ENSP00000261233	Q9Y616
ENSP00000480660	A0A087WX15
ENSP00000332148	Q8IYY4
ENSP00000280758	A6QL63
ENSP00000296327	Q86UW1
ENSP00000437849	Q7Z4N2
ENSP00000381058	Q9ULB5
ENSP00000383611	Q96S94
ENSP00000327009	Q8N3C7
ENSP00000476369	Q9UKT8
ENSP00000443319	Q16875
ENSP00000247986	Q9P2E2
ENSP00000316589	Q6VN20
ENSP00000327513	P09603
ENSP00000376608	Q4AE62
ENSP00000344829	Q16769
ENSP00000378710	Q49AJ0
ENSP00000419395	Q49AH0
ENSP00000306275	O14649
ENSP00000391747	Q8IV20
ENSP00000272224	Q7Z4P5
ENSP00000313869	Q9BQQ3
ENSP00000325978	Q6UY01
ENSP00000275300	O75751
ENSP00000266604	Q9BRT6
ENSP00000389715	E9PB13
ENSP00000244496	Q96EU6
ENSP00000322159	Q96DT6
ENSP00000481721	Q9BYX2
ENSP00000252809	Q99988
ENSP00000365107	Q96GX5
ENSP00000410186	Q5TCS8
ENSP00000224140	Q7Z333
ENSP00000229243	Q8NEB7
ENSP00000370767	P55259
ENSP00000240361	Q8IWB6
ENSP00000358358	Q969M2
ENSP00000314556	Q9BZF9
ENSP00000370938	P49336
ENSP00000359787	Q53G44
ENSP00000266503	Q8WYA1
ENSP00000347942	P07949
ENSP00000260653	O95343
ENSP00000315713	Q8WYL5
ENSP00000368349	P09884
ENSP00000351207	Q9BY89
ENSP00000332886	P0C091
ENSP00000330278	Q9ULM0
ENSP00000360167	Q5VU92
ENSP00000283233	Q8NFR7
ENSP00000482604	Q96JZ2
ENSP00000373854	Q13349
ENSP00000318821	Q96CN9
ENSP00000431603	P09086
ENSP00000411439	P0C8F1
ENSP00000265362	Q14563
ENSP00000265909	Q92543
ENSP00000480821	Q86X29
ENSP00000338766	Q7Z494
ENSP00000364782	Q99519
ENSP00000342560	Q9Y5N1
ENSP00000340088	Q9P2T0
ENSP00000317382	Q6YBV0
ENSP00000398211	Q8NDW8
ENSP00000306522	Q9Y6Y1
ENSP00000311962	Q9UJY4
ENSP00000318406	Q8IZA0
ENSP00000377123	Q9BZW7
ENSP00000366036	O95759
ENSP00000357131	Q8N392
ENSP00000346879	P43699
ENSP00000261195	P54840
ENSP00000359446	P15169
ENSP00000261891	Q9UIK4
ENSP00000327048	O75444
ENSP00000416154	C9JI98
ENSP00000406490	P54277
ENSP00000377385	A0A0B4J1V8
ENSP00000369014	Q8TB73
ENSP00000342604	Q8NB25
ENSP00000305941	O75445
ENSP00000251119	Q68DK2
ENSP00000295759	Q6UWU2
ENSP00000412886	O94983
ENSP00000244333	O95274
ENSP00000312126	Q8NFM4
ENSP00000353874	Q9NR96
ENSP00000427120	A0A3F2YNY5
ENSP00000261441	Q5VWQ0
ENSP00000419185	O95948
ENSP00000421131	D6RGX4
ENSP00000307697	Q99424
ENSP00000362639	Q7Z6M1
ENSP00000304127	Q8TAE7
ENSP00000401535	H7C1Q1
ENSP00000340361	Q13705
ENSP00000264718	Q9HCN4
ENSP00000302895	Q8WZ64
ENSP00000244728	Q96P44
ENSP00000369738	A0A0C4DFX5
ENSP00000317027	Q9P109
ENSP00000459962	Q8NER1
ENSP00000461007	Q8NER1
ENSP00000268766	Q86SG6
ENSP00000360991	P13584
ENSP00000366827	P61647
ENSP00000436773	Q14667
ENSP00000445418	Q86YD7
ENSP00000393675	F8W7S1
ENSP00000368304	Q96LZ2
ENSP00000359114	P12107
ENSP00000333735	Q9NZP6
ENSP00000281030	Q92748
ENSP00000361060	Q8WZA1
ENSP00000414920	Q86W54
ENSP00000326737	Q9NP84
ENSP00000296721	Q8TED9
ENSP00000360412	Q8WTT2
ENSP00000359512	Q9H0R5
ENSP00000272895	Q86UK0
ENSP00000415106	Q9NVX7
ENSP00000377971	A0A499FJM0
ENSP00000425497	P0DTE4
ENSP00000425497	A0A140T9Z0
ENSP00000232501	Q8WTW4
ENSP00000369816	P04278
ENSP00000481149	Q8N2N9
ENSP00000364956	Q8IWE5
ENSP00000334940	Q86UU5
ENSP00000309285	Q2M329
ENSP00000381213	Q9NQG7
ENSP00000442563	Q9UHN1
ENSP00000357973	Q8WV93
ENSP00000346560	Q4L180
ENSP00000390431	P05538
ENSP00000298545	Q96MA6
ENSP00000046794	Q13094
ENSP00000469205	Q8IW52
ENSP00000323527	Q9UL63
ENSP00000328083	A1IGU5
ENSP00000259021	O95251
ENSP00000466542	K7EMK7
ENSP00000309597	Q16584
ENSP00000332500	Q8N0Y3
ENSP00000485668	A0A096LPK9
ENSP00000440440	Q6VMQ6
ENSP00000454014	B4DS77
ENSP00000274773	Q9C029
ENSP00000360436	Q9UJA9
ENSP00000436453	Q8NGK6
ENSP00000364448	Q9H1J1
ENSP00000376703	Q32M45
ENSP00000387185	Q32M88
ENSP00000324763	Q96NZ8
ENSP00000370337	O94986
ENSP00000333262	Q15735
ENSP00000262426	Q12946
ENSP00000465204	Q8N815
ENSP00000442924	Q9UPS6
ENSP00000373827	Q8NCX0
ENSP00000320232	Q8NDH2
ENSP00000296870	P08700
ENSP00000356771	P12259
ENSP00000355471	Q9H5Q4
ENSP00000481103	A0AVK6
ENSP00000264784	Q9NRM0
ENSP00000332791	Q96M94
ENSP00000382328	Q92802
ENSP00000290943	A2A2Z9
ENSP00000435550	Q53FD0
ENSP00000265960	Q9BPZ7
ENSP00000274793	Q13093
ENSP00000342790	B3EWG3
ENSP00000413896	B3EWG6
ENSP00000485370	B3EWG5
ENSP00000483631	A6NNY8
ENSP00000334996	Q13939
ENSP00000398930	O43556
ENSP00000382323	Q6ZRI0
ENSP00000338785	Q9Y3M8
ENSP00000265087	O76061
ENSP00000357342	Q9P1Z3
ENSP00000411253	Q9NVR7
ENSP00000452877	Q92610
ENSP00000485259	A0A096LNW5
ENSP00000288368	Q70Z35
ENSP00000297508	Q8IY33
ENSP00000481581	Q16676
ENSP00000318944	Q6Q0C0
ENSP00000433459	Q9NS37
ENSP00000251372	O75019
ENSP00000417659	Q5SGD2
ENSP00000268231	Q8IYM1
ENSP00000361745	Q9UHQ7
ENSP00000332788	A1A5B4
ENSP00000223862	P04808
ENSP00000354686	Q9Y2D9
ENSP00000482760	P29122
ENSP00000456850	P0DJG4
ENSP00000394720	Q9NPR2
ENSP00000390600	Q9Y5Y9
ENSP00000253458	Q14687
ENSP00000355800	O94886
ENSP00000273853	Q03188
ENSP00000354957	Q8IY18
ENSP00000399679	Q92954
ENSP00000419751	Q14390
ENSP00000268793	Q9H4B8
ENSP00000252971	P50219
ENSP00000254898	O00339
ENSP00000264956	P57679
ENSP00000480020	Q9BXL5
ENSP00000241305	Q8N436
ENSP00000352299	Q499Z3
ENSP00000367794	P78539
ENSP00000352138	Q96J84
ENSP00000288207	O95067
ENSP00000265026	O43283
ENSP00000357052	Q5TAQ9
ENSP00000297151	O95391
ENSP00000338783	Q9GZS9
ENSP00000465039	Q92918
ENSP00000398837	Q9UMN6
ENSP00000280605	Q9H0I9
ENSP00000477979	P0DPF3
ENSP00000328983	Q9GZX3
ENSP00000367104	Q12934
ENSP00000477725	A0A8J9BYE6
ENSP00000419412	P04920
ENSP00000266682	Q9H2J7
ENSP00000305976	Q9H0K1
ENSP00000265361	Q99985
ENSP00000265627	Q15166
ENSP00000269202	Q16820
ENSP00000380820	O60318
ENSP00000234170	Q03701
ENSP00000257818	P25791
ENSP00000352565	P61296
ENSP00000481542	A0A087WY62
ENSP00000352821	Q8IZN3
ENSP00000251377	Q8N149
ENSP00000262764	Q32NB8
ENSP00000386227	P23508
ENSP00000457593	O94916
ENSP00000352904	Q96P26
ENSP00000369131	O75182
ENSP00000399229	Q9BRK3
ENSP00000325708	P11049
ENSP00000288840	O43541
ENSP00000364620	Q9ULC6
ENSP00000297435	P12838
ENSP00000317224	Q5PRF9
ENSP00000385215	Q5TB80
ENSP00000239462	Q9UQP3
ENSP00000408581	Q14C87
ENSP00000291041	P11801
ENSP00000249284	Q9NYV7
ENSP00000338389	Q9NZE8
ENSP00000345491	Q9Y5F0
ENSP00000345629	Q6ZN16
ENSP00000477856	B5MD39
ENSP00000364361	Q9NYL2
ENSP00000219400	Q9NRP2
ENSP00000466953	A6NIX2
ENSP00000235372	Q13029
ENSP00000389252	Q6UXI9
ENSP00000253354	Q8TDL5
ENSP00000403396	Q9BYI3
ENSP00000356130	Q6XUX3
ENSP00000356436	P47712
ENSP00000295878	Q8NCU4
ENSP00000355441	Q96R54
ENSP00000403302	Q5JPF3
ENSP00000334134	Q6ZS82
ENSP00000309836	Q8IYE1
ENSP00000228928	Q9Y6K5
ENSP00000312385	Q03828
ENSP00000211076	Q9BZJ3
ENSP00000481575	A8CG34
ENSP00000356669	Q5TC82
ENSP00000349143	Q8WVV5
ENSP00000351536	Q6ZRP7
ENSP00000305899	Q4FZB7
ENSP00000381577	Q70CQ2
ENSP00000354581	P59796
ENSP00000354109	Q8NE09
ENSP00000283357	Q96LP2
ENSP00000007390	Q9UJK0
ENSP00000372199	O60287
ENSP00000262150	Q9H159
ENSP00000476792	Q5HYW3
ENSP00000402527	Q9GZR1
ENSP00000396527	H7C0S8
ENSP00000482457	P16885
ENSP00000296498	P56730
ENSP00000394770	Q8N3K9
ENSP00000260264	Q9UKI9
ENSP00000263620	Q99856
ENSP00000378687	Q96HA1
ENSP00000364907	P43405
ENSP00000428657	Q13075
ENSP00000356319	Q15058
ENSP00000234798	Q9NRR2
ENSP00000351697	O60673
ENSP00000310006	Q14995
ENSP00000442129	Q5TGJ6
ENSP00000300035	Q15004
ENSP00000202816	Q9H501
ENSP00000329991	Q8IU54
ENSP00000246841	A0A6E1VY70
ENSP00000381064	Q9NVR2
ENSP00000262753	Q8WVV4
ENSP00000283025	Q96M29
ENSP00000316881	Q8IVL5
ENSP00000379651	Q6PI73
ENSP00000257414	Q9H2E6
ENSP00000257414	A0A0A0MQU6
ENSP00000386133	Q8N7R1
ENSP00000359356	O60447
ENSP00000445135	Q9NX02
ENSP00000280481	Q5SZK8
ENSP00000295488	Q8TDG4
ENSP00000370034	Q9NYK1
ENSP00000382628	Q99708
ENSP00000362027	Q96GJ1
ENSP00000265104	Q8TE73
ENSP00000371786	O60422
ENSP00000369238	Q8TC27
ENSP00000403400	Q9ULG6
ENSP00000299238	Q86YV9
ENSP00000278071	Q8IWB1
ENSP00000265148	Q02224
ENSP00000409000	Q8IZI9
ENSP00000251768	Q9BY07
ENSP00000352785	Q86SJ6
ENSP00000260402	Q00722
ENSP00000358535	Q15431
ENSP00000332875	A6NJV1
ENSP00000247956	Q96PQ6
ENSP00000423505	G5E9Z5
ENSP00000255078	P38935
ENSP00000301272	Q96BF3
ENSP00000470746	Q6ZN19
ENSP00000436975	Q8N9W5
ENSP00000252677	O95972
ENSP00000302811	P48039
ENSP00000376910	Q96JM4
ENSP00000226319	Q6IE81
ENSP00000419266	P49640
ENSP00000325203	Q8NGN1
ENSP00000280527	Q9NZV1
ENSP00000423333	Q70EK9
ENSP00000333639	Q8IZJ0
ENSP00000272452	O75897
ENSP00000366221	Q86V15
ENSP00000425715	A0A8V8PSJ6
ENSP00000333037	Q9BYD9
ENSP00000400997	O75290
ENSP00000373566	Q5M9N0
ENSP00000308689	Q8NGE0
ENSP00000365898	Q5VYV0
ENSP00000450749	G3V2M4
ENSP00000341280	Q92833
ENSP00000441197	Q9H310
ENSP00000378187	P51828
ENSP00000380517	Q86UP0
ENSP00000360262	Q96C11
ENSP00000468782	A1YPR0
ENSP00000451974	O43542
ENSP00000473565	Q5VZ89
ENSP00000358212	Q8WW14
ENSP00000355187	Q86VH5
ENSP00000455507	A6NGQ3
ENSP00000457748	A5PLK6
ENSP00000293662	Q7Z6J2
ENSP00000436926	Q6P4R8
ENSP00000363417	Q8WY07
ENSP00000290871	Q6URK8
ENSP00000479134	Q68DA7
ENSP00000480538	A0A087WWV9
ENSP00000320815	Q6W3E5
ENSP00000415056	Q8NHP7
ENSP00000474032	Q8TCX1
ENSP00000435421	Q8IXT1
ENSP00000316578	Q15022
ENSP00000374045	Q9C0G6
ENSP00000271751	O95259
ENSP00000294339	P17542
ENSP00000318085	Q9BQA5
ENSP00000351618	Q8TEW8
ENSP00000372169	Q7Z3S7
ENSP00000285393	Q8N8Y2
ENSP00000364023	P98169
ENSP00000304956	Q10571
ENSP00000356857	O43680
ENSP00000293549	P04628
ENSP00000293879	Q96KV7
ENSP00000347152	Q5VV63
ENSP00000478830	Q7RTY8
ENSP00000415090	Q6PIF6
ENSP00000381364	Q9Y6J0
ENSP00000367823	Q7L5A3
ENSP00000376776	P09172
ENSP00000386239	Q96HA7
ENSP00000403151	Q8TEF2
ENSP00000345395	O95428
ENSP00000398124	Q15329
ENSP00000386141	Q5GH70
ENSP00000366249	O15205
ENSP00000354645	Q96I76
ENSP00000382791	P39086
ENSP00000266674	O75473
ENSP00000465759	O00411
ENSP00000360822	Q5JUK3
ENSP00000299752	O75309
ENSP00000308893	Q8TER0
ENSP00000233840	Q9Y3R4
ENSP00000296438	Q6X9E4
ENSP00000382815	Q5HYC2
ENSP00000360730	P78552
ENSP00000480428	O60512
ENSP00000322251	Q59H18
ENSP00000362962	Q7Z7A1
ENSP00000484443	P51956
ENSP00000478070	Q9NXE8
ENSP00000271651	P43235
ENSP00000366093	Q92753
ENSP00000301295	Q96MN2
ENSP00000417235	Q86YW9
ENSP00000431759	Q96N23
ENSP00000334472	Q13461
ENSP00000233969	Q9UBY0
ENSP00000290974	Q9HCC9
ENSP00000332404	Q6UXZ0
ENSP00000372576	Q5BJE1
ENSP00000423390	Q9BXU7
ENSP00000355747	P49810
ENSP00000380227	P13612
ENSP00000386022	Q8N5U1
ENSP00000383563	O60844
ENSP00000432456	Q9BZJ8
ENSP00000245620	O75022
ENSP00000415579	Q8NI51
ENSP00000305721	Q9P2D0
ENSP00000322609	Q5RHP9
ENSP00000252597	Q8N6Y0
ENSP00000264144	Q13753
ENSP00000369531	Q8IYU4
ENSP00000364430	Q6BEB4
ENSP00000336764	P41146
ENSP00000424077	D6RBM5
ENSP00000275053	Q6ZRQ5
ENSP00000408617	Q9UKV0
ENSP00000341819	Q2TAL6
ENSP00000465589	Q5FVE4
ENSP00000270162	P57059
ENSP00000384851	P11474
ENSP00000391641	Q9Y6R6
ENSP00000356247	Q9HBX8
ENSP00000164227	P20749
ENSP00000422488	O95718
ENSP00000263269	O15399
ENSP00000302801	Q9BVS5
ENSP00000358902	Q9BYL1
ENSP00000186436	Q92545
ENSP00000442656	P36896
ENSP00000472808	Q8WTR7
ENSP00000298048	Q14680
ENSP00000353458	Q9NRL2
ENSP00000282041	Q9HCE0
ENSP00000012049	Q9NXS2
ENSP00000291759	P59901
ENSP00000386377	Q09328
ENSP00000468040	K7EQZ3
ENSP00000296266	Q9HBG6
ENSP00000347170	Q96FI4
ENSP00000312286	P04054
ENSP00000357669	P16066
ENSP00000317790	Q9NRC6
ENSP00000430846	Q92953
ENSP00000375778	Q13751
ENSP00000378868	F8W9F8
ENSP00000216338	P20718
ENSP00000216487	Q8TB24
ENSP00000230990	Q99075
ENSP00000364133	P36897
ENSP00000243349	Q8NER5
ENSP00000263370	Q96DU7
ENSP00000361990	Q8IWV8
ENSP00000330032	Q16831
ENSP00000295408	Q12866
ENSP00000004531	P52569
ENSP00000356992	Q7Z6I6
ENSP00000439287	Q9H426
ENSP00000480851	A0A087WXA3
ENSP00000413418	Q9C0A1
ENSP00000448310	Q8NFU1
ENSP00000416787	Q8NCW6
ENSP00000420091	O94933
ENSP00000412752	Q6IF82
ENSP00000263773	Q8N3X1
ENSP00000361857	Q13129
ENSP00000476499	Q8NAP8
ENSP00000283296	Q8IZF2
ENSP00000457241	B4DXD0
ENSP00000396523	P0C7Q6
ENSP00000418259	A0A7I2S1M6
ENSP00000450895	V9GXZ4
ENSP00000265074	P17342
ENSP00000244360	Q9H2S5
ENSP00000409346	Q9NSE2
ENSP00000304226	Q9H422
ENSP00000379401	A1E959
ENSP00000368152	Q3KRA9
ENSP00000367359	Q9GZU0
ENSP00000289269	Q9Y5I4
ENSP00000248306	Q8N6Q8
ENSP00000391788	Q8IYA8
ENSP00000260372	Q9NVX0
ENSP00000230340	Q13895
ENSP00000445446	Q6P1S2
ENSP00000341963	Q92681
ENSP00000261778	Q9C0B7
ENSP00000312631	Q01101
ENSP00000452398	A6NLW8
ENSP00000332353	Q13635
ENSP00000415243	P12757
ENSP00000342924	Q8NEM0
ENSP00000330485	Q8IYP9
ENSP00000481358	P0C7N4
ENSP00000379412	Q9P2E3
ENSP00000379946	Q9NZM4
ENSP00000354432	Q9BXX3
ENSP00000354432	R4GNA2
ENSP00000354960	Q8IYK4
ENSP00000348564	Q8IWY9
ENSP00000386908	A6BM72
ENSP00000378340	A8MXH5
ENSP00000426354	E9PCX5
ENSP00000387298	A1L162
ENSP00000367527	Q96SD1
ENSP00000262894	Q9UK10
ENSP00000311135	Q8IY37
ENSP00000376522	Q8N8E3
ENSP00000261892	O60721
ENSP00000262043	Q92576
ENSP00000386834	P51826
ENSP00000356102	Q7LBE3
ENSP00000325017	Q15021
ENSP00000302232	Q96Q83
ENSP00000335156	Q7Z7M1
ENSP00000218008	Q9UN42
ENSP00000338010	Q9HBE5
ENSP00000306410	Q5T2S8
ENSP00000369473	Q5TBK1
ENSP00000360317	P10632
ENSP00000363746	O15213
ENSP00000440038	Q8N8B7
ENSP00000310565	Q8IZU8
ENSP00000284425	Q8N139
ENSP00000376992	Q5TBC7
ENSP00000333203	P05154
ENSP00000397297	P20783
ENSP00000357453	P33908
ENSP00000399709	O76090
ENSP00000346802	Q9Y5F2
ENSP00000162044	Q9NX61
ENSP00000378230	Q96J66
ENSP00000371689	P55289
ENSP00000483667	O14646
ENSP00000330433	Q9BRN9
ENSP00000452634	Q03169
ENSP00000249356	Q9UBS3
ENSP00000377171	P17027
ENSP00000387673	P17027
ENSP00000298815	A6NI28
ENSP00000307297	Q8NCH0
ENSP00000383232	P19440
ENSP00000284311	P49685
ENSP00000356308	Q9BZM4
ENSP00000261024	Q9NP59
ENSP00000364265	O00358
ENSP00000331907	Q14147
ENSP00000261047	O95843
ENSP00000306894	P41161
ENSP00000315988	Q6NUT2
ENSP00000425166	Q8TAB5
ENSP00000416033	E7EW31
ENSP00000386453	B8A4K4
ENSP00000337991	Q68D10
ENSP00000371693	Q9NS68
ENSP00000264717	A0A0C4DFN2
ENSP00000352941	Q6PI47
ENSP00000312663	Q9UGM1
ENSP00000482743	P20231
ENSP00000477841	Q9UDV7
ENSP00000378289	Q9H987
ENSP00000373272	Q2Q1W2
ENSP00000266980	Q6ZMH5
ENSP00000308606	Q8TD06
ENSP00000391167	A0A7I2RAZ6
ENSP00000343577	Q15661
ENSP00000334375	Q96II8
ENSP00000481570	P21580
ENSP00000268489	Q15911
ENSP00000311538	P36575
ENSP00000322435	Q6IFH4
ENSP00000014914	Q8NFJ5
ENSP00000360372	P33261
ENSP00000427401	Q8N9Q2
ENSP00000321999	Q03431
ENSP00000482027	Q92570
ENSP00000403210	Q9Y3B6
ENSP00000384582	Q8WXG9
ENSP00000286049	Q96GT9
ENSP00000364839	Q8IXJ9
ENSP00000271588	Q96RW7
ENSP00000228495	Q9H3F6
ENSP00000410768	Q9P2D6
ENSP00000389395	Q6NUI2
ENSP00000221992	P06731
ENSP00000393978	Q9BZL6
ENSP00000239614	Q6P1R3
ENSP00000285979	P33260
ENSP00000331845	Q5THK1
ENSP00000301480	Q96MR9
ENSP00000402033	O15018
ENSP00000372313	Q13421
ENSP00000378312	A4FU69
ENSP00000265967	Q9UPZ3
ENSP00000226225	Q13829
ENSP00000345175	A0A2U3TZJ2
ENSP00000379011	Q92523
ENSP00000457168	Q5T011
ENSP00000445052	A0A804EQJ3
ENSP00000285737	Q86WA8
ENSP00000403117	Q9H3U5
ENSP00000310182	Q8N8J7
ENSP00000362863	Q6NUK4
ENSP00000269720	A0A044PY82
ENSP00000405289	A0A0A0MSW5
ENSP00000367024	Q86UY6
ENSP00000357461	P17787
ENSP00000417498	Q99102
ENSP00000417498	E9PDY6
ENSP00000268138	Q7Z2Z1
ENSP00000296280	P48740
ENSP00000356410	Q9NS18
ENSP00000237353	Q8TBY8
ENSP00000261797	P52848
ENSP00000318352	Q9Y605
ENSP00000325954	Q6ZTQ4
ENSP00000363985	Q96EF0
ENSP00000323435	Q96L94
ENSP00000229729	Q53GD3
ENSP00000387982	Q6P4I2
ENSP00000209929	Q99518
ENSP00000262415	Q14562
ENSP00000331313	Q9BYB4
ENSP00000397133	Q9UGI9
ENSP00000291536	Q8WYR4
ENSP00000378053	Q13609
ENSP00000311899	Q8N136
ENSP00000340975	A6NJG2
ENSP00000307746	Q9ULD9
ENSP00000301067	O14686
ENSP00000295055	Q6MZZ7
ENSP00000371872	Q96KT7
ENSP00000341947	Q6MZP7
ENSP00000355760	Q5SW24
ENSP00000332723	Q9Y6Z7
ENSP00000373648	O43525
ENSP00000309595	Q96RR1
ENSP00000360855	Q6ZSM3
ENSP00000297307	Q8N808
ENSP00000306983	Q9ULM3
ENSP00000367545	O15350
ENSP00000455785	Q8WZ19
ENSP00000263181	Q8NI77
ENSP00000429763	Q6ZSG2
ENSP00000371211	Q8IU80
ENSP00000328174	Q9H611
ENSP00000469337	A0A7D9NKF2
ENSP00000263800	P29376
