From	Entry
ENSP00000271688	Q96G23
ENSP00000261558	Q9H0R1
ENSP00000360635	Q9UHL4
ENSP00000344816	Q9NW68
ENSP00000264832	P05362
ENSP00000382071	P50747
ENSP00000272907	A0A8V8N5G5
ENSP00000307197	Q7Z6W7
ENSP00000463653	A6NFN3
ENSP00000318868	P34896
ENSP00000328325	P53801
ENSP00000453293	Q99767
ENSP00000372193	P51798
ENSP00000484472	P58107
ENSP00000265981	Q8WVD5
ENSP00000305675	O95810
ENSP00000265896	Q14534
ENSP00000366070	Q5EBL4
ENSP00000342699	Q96G28
ENSP00000326305	O43772
ENSP00000323889	Q14258
ENSP00000437803	G5EA44
ENSP00000399518	Q01826
ENSP00000368952	Q8TAV4
ENSP00000354498	Q86UU1
ENSP00000368884	P51812
ENSP00000365637	Q5T5P2
ENSP00000263073	Q86US8
ENSP00000356545	Q15878
ENSP00000261514	P51790
ENSP00000268711	Q9NWA0
ENSP00000274031	Q8WTS6
ENSP00000354649	Q9H0U3
ENSP00000354649	A0A087WU53
ENSP00000361458	Q99576
ENSP00000306864	Q6EMK4
ENSP00000270221	P54852
ENSP00000457703	Q96S82
ENSP00000356920	Q9UNI6
ENSP00000347716	Q92782
ENSP00000347716	A0A804CCM0
ENSP00000364324	Q9NX05
ENSP00000413156	E7ES60
ENSP00000355877	Q5VT66
ENSP00000307479	Q9HBZ2
ENSP00000286298	P50443
ENSP00000264451	Q6PML9
ENSP00000383234	P31152
ENSP00000409231	A5PLN9
ENSP00000269445	Q7RTS9
ENSP00000348959	O60476
ENSP00000370984	Q9NX08
ENSP00000218075	P23416
ENSP00000299697	A0A7P0MLU2
ENSP00000360028	Q7RTV2
ENSP00000337691	Q8TD08
ENSP00000422037	Q6ZNB6
ENSP00000480707	Q9P299
ENSP00000358001	O95359
ENSP00000422626	Q4G0J3
ENSP00000425864	Q96FH0
ENSP00000419270	Q9H875
ENSP00000380024	Q9UNL4
ENSP00000414851	Q6IA86
ENSP00000360252	Q9UJC3
ENSP00000451300	P49757
ENSP00000354718	Q12802
ENSP00000351813	Q9NX47
ENSP00000269298	Q96F10
ENSP00000478212	Q92667
ENSP00000353270	Q96RQ1
ENSP00000253329	Q8WUA2
ENSP00000265071	P55285
ENSP00000387170	Q6Y7W6
ENSP00000295887	Q92903
ENSP00000410818	Q15013
ENSP00000261799	P09619
ENSP00000261893	P83111
ENSP00000344801	Q9UI40
ENSP00000356853	Q9BZX2
ENSP00000362159	Q6KCM7
ENSP00000326706	Q8TD55
ENSP00000238112	Q9UKF6
ENSP00000370419	Q5R3I4
ENSP00000361092	O75683
ENSP00000316842	Q8N196
ENSP00000340017	Q14183
ENSP00000373474	Q9HCE5
ENSP00000380333	C9J2H1
ENSP00000356037	P04003
ENSP00000269221	Q96DM3
ENSP00000294489	Q86YL7
ENSP00000346466	A4D1P6
ENSP00000454786	H3BNC9
ENSP00000322991	O15382
ENSP00000366395	Q86TM6
ENSP00000482133	A0A087WYV9
ENSP00000385790	Q96GA7
ENSP00000248901	Q9UIA0
ENSP00000337675	O00559
ENSP00000484615	Q9NPH6
ENSP00000225388	Q7Z417
ENSP00000309402	Q8N609
ENSP00000300151	Q9NX20
ENSP00000303158	Q9H0W5
ENSP00000377969	P35269
ENSP00000377867	Q9P289
ENSP00000383808	E9PFB9
ENSP00000433967	E9PSI1
ENSP00000360882	P20908
ENSP00000219345	Q8NCC3
ENSP00000180173	Q9Y216
ENSP00000233336	Q8NG68
ENSP00000296333	Q8TBF5
ENSP00000296333	H0Y2P9
ENSP00000285243	Q6AI12
ENSP00000272418	P82675
ENSP00000266022	P78332
ENSP00000261845	Q16659
ENSP00000360798	P42566
ENSP00000482515	Q9NUQ6
ENSP00000361143	Q5U3C3
ENSP00000312700	Q7Z7M8
ENSP00000443988	Q9H7L9
ENSP00000301488	O75956
ENSP00000251287	Q9UL51
ENSP00000365201	P48634
ENSP00000369251	Q13394
ENSP00000366460	Q6UX71
ENSP00000479955	P55774
ENSP00000363708	Q13873
ENSP00000019317	Q15311
ENSP00000388137	O15442
ENSP00000386710	Q7Z3C6
ENSP00000463325	P28827
ENSP00000390722	O43808
ENSP00000420617	Q8IWA4
ENSP00000263182	O75936
ENSP00000253462	Q9Y248
ENSP00000370737	P23378
ENSP00000326563	Q7LBC6
ENSP00000380557	Q9ULX6
ENSP00000421861	Q96JG8
ENSP00000472118	Q96JG8
ENSP00000222693	P51636
ENSP00000280333	Q14185
ENSP00000308012	Q96DU9
ENSP00000358363	Q5VU43
ENSP00000481920	A0A087WYL7
ENSP00000253237	Q9BQ67
ENSP00000264995	P09001
ENSP00000412388	C9J069
ENSP00000386992	Q9UI26
ENSP00000220166	P09668
ENSP00000238628	Q96FT9
ENSP00000262640	P51809
ENSP00000380365	Q15493
ENSP00000072644	Q9Y548
ENSP00000317817	Q8N5H7
ENSP00000284061	P52429
ENSP00000315295	Q6ZVL6
ENSP00000430242	Q6UWP8
ENSP00000334216	P51164
ENSP00000258169	Q99547
ENSP00000348838	O00762
ENSP00000359925	Q9BTT6
ENSP00000307722	Q9Y328
ENSP00000270061	Q9BWG4
ENSP00000355428	Q7L8J4
ENSP00000424381	Q9BU23
ENSP00000244217	Q96PE7
ENSP00000422185	Q96PQ0
ENSP00000347484	Q6ZMP0
ENSP00000263665	Q9P232
ENSP00000408108	A0A499FIZ0
ENSP00000344299	Q7Z6K3
ENSP00000262241	Q9UKL0
ENSP00000318585	P56817
ENSP00000329318	Q9BXQ6
ENSP00000362125	Q8TAB3
ENSP00000164640	Q76G19
ENSP00000435412	Q15418
ENSP00000479248	Q96AA8
ENSP00000354415	Q9BPX6
ENSP00000220507	Q96L33
ENSP00000354952	Q9UQC2
ENSP00000327077	Q15154
ENSP00000283254	Q9NY46
ENSP00000219139	Q9BSU1
ENSP00000337451	P29320
ENSP00000210060	P49366
ENSP00000340983	Q8N386
ENSP00000312397	Q9UH77
ENSP00000376583	Q9NVN3
ENSP00000251268	Q7Z7M0
ENSP00000371278	Q7L3B6
ENSP00000324842	Q86V21
ENSP00000216484	O15270
ENSP00000355013	Q6PD62
ENSP00000261497	Q9UPT9
ENSP00000264463	Q9Y6N8
ENSP00000392066	Q14689
ENSP00000325377	Q9C0J8
ENSP00000245222	Q9NRA0
ENSP00000292246	Q9NW15
ENSP00000359204	Q7Z2D5
ENSP00000294353	Q9C0D3
ENSP00000260197	Q92673
ENSP00000453793	O14770
ENSP00000446100	Q8IY22
ENSP00000351740	Q8IWE2
ENSP00000302274	Q9BXJ3
ENSP00000268704	A0A2U3TZH1
ENSP00000355231	Q14457
ENSP00000401399	Q99836
ENSP00000401399	A0A0A0MSI9
ENSP00000290894	Q7M4L6
ENSP00000255224	Q9H2B2
ENSP00000325239	Q96A32
ENSP00000382086	A8MZ36
ENSP00000263239	Q9NVP1
ENSP00000378414	Q96GM5
ENSP00000397394	Q9UFG5
ENSP00000374529	O75909
ENSP00000482032	Q92551
ENSP00000218388	P01033
ENSP00000305647	O95183
ENSP00000009041	O95772
ENSP00000200457	Q15654
ENSP00000384398	Q86XN8
ENSP00000295588	Q8NBL1
ENSP00000349575	Q96BX8
ENSP00000352035	O43526
ENSP00000013125	Q9Y4K4
ENSP00000451605	Q01726
ENSP00000295718	Q16849
ENSP00000224652	O95260
ENSP00000306490	P11229
ENSP00000265560	Q13107
ENSP00000234488	P51797
ENSP00000408295	P40937
ENSP00000006658	Q8TB22
ENSP00000465260	Q8N350
ENSP00000380184	Q86UL3
ENSP00000257548	Q70CQ3
ENSP00000468312	O95834
ENSP00000345344	P07711
ENSP00000373684	Q9Y2H1
ENSP00000379038	P19971
ENSP00000264276	Q96Q42
ENSP00000335247	Q9Y365
ENSP00000261745	Q14CX7
ENSP00000340505	Q96LD8
ENSP00000261461	Q15172
ENSP00000378265	Q86UD5
ENSP00000449756	F8VX04
ENSP00000312304	P51580
ENSP00000292035	Q6P2C8
ENSP00000363603	P04066
ENSP00000317992	Q9Y3T9
ENSP00000415430	Q9NYZ3
ENSP00000308258	Q9BVG9
ENSP00000391826	P01344
ENSP00000457421	P16284
ENSP00000454207	Q13114
ENSP00000243045	Q53FV1
ENSP00000377492	O75330
ENSP00000263245	Q9NP61
ENSP00000455711	Q9BWW7
ENSP00000330393	P48357
ENSP00000386531	Q9NXE4
ENSP00000378217	Q05655
ENSP00000267622	Q15643
ENSP00000361486	Q9H4Z3
ENSP00000389381	O15391
ENSP00000297504	Q9NUT2
ENSP00000314724	Q86W92
ENSP00000359630	O60242
ENSP00000440125	F5GY05
ENSP00000401966	Q8NGA1
ENSP00000230671	Q99884
ENSP00000413098	A0A0A0MT33
ENSP00000365840	O75354
ENSP00000414202	Q9UPN7
ENSP00000268695	P34059
ENSP00000482704	Q6UWP2
ENSP00000363123	Q5TGY3
ENSP00000418669	Q99611
ENSP00000291900	Q7Z7L7
ENSP00000226760	O76024
ENSP00000361636	P02585
ENSP00000354040	Q9BZE4
ENSP00000304437	Q76NI1
ENSP00000354086	Q9BZE1
ENSP00000261623	P13498
ENSP00000362727	Q8TEH3
ENSP00000385277	Q5R3F8
ENSP00000483729	Q5JR59
ENSP00000368612	A3KMH1
ENSP00000352536	Q8WUA4
ENSP00000369599	Q5VW36
ENSP00000218316	Q13585
ENSP00000464275	Q9HAS0
ENSP00000266069	Q9NWU2
ENSP00000363993	P28065
ENSP00000350937	Q9UGI8
ENSP00000269601	P83876
ENSP00000398273	P35711
ENSP00000255784	Q9H6E4
ENSP00000323714	A6NMX2
ENSP00000272238	Q8NEY4
ENSP00000367343	Q9HCG7
ENSP00000268150	Q08431
ENSP00000389948	Q969T7
ENSP00000405950	Q6P2M8
ENSP00000272198	O75335
ENSP00000254663	Q96I15
ENSP00000310036	P28906
ENSP00000379503	Q9P0J1
ENSP00000356107	O14966
ENSP00000269228	O15118
ENSP00000421828	P47869
ENSP00000247470	Q9ULZ3
ENSP00000373354	Q53H47
ENSP00000357069	Q9H3S5
ENSP00000347538	Q9BSW7
ENSP00000367851	P04839
ENSP00000404079	A0A7I2RN43
ENSP00000328327	Q9H672
ENSP00000406885	Q96HV5
ENSP00000312311	Q9H2W6
ENSP00000340507	O15164
ENSP00000308275	Q96DV4
ENSP00000310620	Q86XE0
ENSP00000295321	Q96ST2
ENSP00000436901	Q92785
ENSP00000286794	Q9BSU3
ENSP00000302586	Q8IY47
ENSP00000251588	Q9H6Q4
ENSP00000444596	O75592
ENSP00000392985	Q9BUP3
ENSP00000254624	Q14156
ENSP00000462701	P55286
ENSP00000340874	Q06413
ENSP00000371051	O43149
ENSP00000362111	O43657
ENSP00000359423	Q13496
ENSP00000385570	Q05084
ENSP00000339613	Q9Y2G5
ENSP00000361064	Q9UNW1
ENSP00000358894	Q9H8M5
ENSP00000263650	Q9H0X9
ENSP00000331662	Q7L311
ENSP00000354724	Q3KNV8
ENSP00000473290	H0UI80
ENSP00000443631	Q01970
ENSP00000483313	Q9Y6W5
ENSP00000359119	Q9UPE1
ENSP00000371577	Q9C0I1
ENSP00000283713	O15195
ENSP00000363972	Q9NQZ6
ENSP00000417451	Q8N7X1
ENSP00000275072	Q8IYS1
ENSP00000394757	Q92618
ENSP00000312368	Q8N9S9
ENSP00000255305	Q9C0E2
ENSP00000363999	Q8N5N7
ENSP00000350098	Q969H6
ENSP00000297848	Q05707
ENSP00000349205	Q99570
ENSP00000386597	Q9H3H5
ENSP00000462116	Q9UHR5
ENSP00000485061	Q5K4L6
ENSP00000484689	Q01629
ENSP00000378935	Q8NEY8
ENSP00000381007	Q8IVL0
ENSP00000332646	Q14728
ENSP00000352516	P26358
ENSP00000312988	Q15653
ENSP00000329374	P05543
ENSP00000402935	Q92609
ENSP00000342850	P08185
ENSP00000250244	Q9Y6Q5
ENSP00000284486	Q96KS9
ENSP00000249363	Q9HBW1
ENSP00000379891	Q96PC3
ENSP00000377003	P19075
ENSP00000267287	Q5VZF2
ENSP00000364591	Q9H2G4
ENSP00000307443	Q6T423
ENSP00000396270	Q8NG11
ENSP00000257177	A0A0C4DFM7
ENSP00000324511	Q8WYJ6
ENSP00000324511	J3KNL2
ENSP00000264381	P06276
ENSP00000356355	Q8TDX7
ENSP00000296435	J3KNB4
ENSP00000356194	Q9UGC6
ENSP00000285071	Q8NFG4
ENSP00000426455	O00584
ENSP00000353732	Q96DZ5
ENSP00000316054	Q92997
ENSP00000347997	Q9H347
ENSP00000355377	O95154
ENSP00000402060	A0A0C4DG49
ENSP00000367299	Q86VN1
ENSP00000382269	Q9ULT8
ENSP00000333283	Q0VG06
ENSP00000396620	Q13952
ENSP00000262367	Q92793
ENSP00000288490	O75912
ENSP00000351416	O75179
ENSP00000222584	Q02446
ENSP00000259400	P56962
ENSP00000347924	Q6P4A7
ENSP00000316527	O15014
ENSP00000356115	Q8N468
ENSP00000258390	Q96BY6
ENSP00000365301	Q92915
ENSP00000257904	P11802
ENSP00000332973	P84022
ENSP00000406046	P28340
ENSP00000257749	Q9BYV9
ENSP00000251810	Q7LG56
ENSP00000265922	O60477
ENSP00000461749	O95476
ENSP00000286628	Q12791
ENSP00000306906	Q9P0P0
ENSP00000321997	Q659C4
ENSP00000446242	F6RGN5
ENSP00000471457	Q13459
ENSP00000309524	Q14406
ENSP00000219479	O00746
ENSP00000314343	Q9NX70
ENSP00000380019	Q8TF68
ENSP00000369677	Q9Y6C2
ENSP00000215812	Q9UDX4
ENSP00000378426	Q9BQB6
ENSP00000442308	O15226
ENSP00000272369	O00470
ENSP00000325863	P49959
ENSP00000378830	Q2TAL8
ENSP00000366267	P78333
ENSP00000380157	O96007
ENSP00000367623	Q0VDF9
ENSP00000378418	P0CG40
ENSP00000322845	Q14202
ENSP00000450742	Q9HBF4
ENSP00000362778	Q6UXB8
ENSP00000319591	Q9UK17
ENSP00000446335	Q5T0B9
ENSP00000311360	Q99638
ENSP00000306822	Q9NQS1
ENSP00000232888	O43818
ENSP00000362550	Q8N1G2
ENSP00000427421	Q9NRR3
ENSP00000377176	Q9P0W8
ENSP00000263408	P02748
ENSP00000352925	Q9Y4A5
ENSP00000374037	Q9Y2B5
ENSP00000267838	Q8IV50
ENSP00000380251	A8MXV4
ENSP00000382178	Q7Z553
ENSP00000377783	P07225
ENSP00000255759	Q96NB1
ENSP00000336831	Q14651
ENSP00000394394	Q9UJX3
ENSP00000262633	Q9BTD8
ENSP00000362183	Q13003
ENSP00000305682	Q9NYK5
ENSP00000262384	O75113
ENSP00000418070	Q9NQS3
ENSP00000215862	Q9Y6X9
ENSP00000312002	Q8TDQ0
ENSP00000389714	Q9UI47
ENSP00000256497	Q92611
ENSP00000445868	Q4VC05
ENSP00000438993	Q6NZY4
ENSP00000473990	P43353
ENSP00000377040	Q9UDR5
ENSP00000319482	Q8IWE4
ENSP00000350509	Q9NVV5
ENSP00000416523	Q92854
ENSP00000159087	Q9HCE9
ENSP00000418721	Q9UJV8
ENSP00000324287	Q15057
ENSP00000350718	O75069
ENSP00000302665	P05019
ENSP00000374265	P18283
ENSP00000362135	Q86U90
ENSP00000265806	Q9Y3T6
ENSP00000265806	A0A0R4J2E2
ENSP00000265807	Q9H788
ENSP00000478501	Q9UM13
ENSP00000308695	Q2PZI1
ENSP00000287957	Q8WUU5
ENSP00000222145	Q5U651
ENSP00000380659	Q9NRA8
ENSP00000356465	Q13637
ENSP00000320359	Q9H7X7
ENSP00000255084	P48448
ENSP00000356785	Q9Y5B8
ENSP00000265986	P14735
ENSP00000403954	A0A8Z5AZJ6
ENSP00000483453	Q9UMZ2
ENSP00000426083	P00326
ENSP00000373404	Q5T653
ENSP00000407822	Q9UQ52
ENSP00000258662	Q9NV35
ENSP00000363840	Q4VXY6
ENSP00000358099	O43665
ENSP00000419004	Q96D46
ENSP00000253754	P50479
ENSP00000424226	Q9P273
ENSP00000357928	O60508
ENSP00000332274	O75365
ENSP00000421326	P98194
ENSP00000343001	O95155
ENSP00000297591	Q69YN4
ENSP00000312535	Q6PJG9
ENSP00000160373	Q8WZ74
ENSP00000411821	P30838
ENSP00000478645	Q8NDH6
ENSP00000297990	Q9H6R4
ENSP00000306328	Q9BSK2
ENSP00000264689	Q9NUQ7
ENSP00000272203	Q9Y2H5
ENSP00000477613	Q13490
ENSP00000355541	Q9H583
ENSP00000285814	Q9BYG3
ENSP00000305529	Q9P1W8
ENSP00000332118	P54753
ENSP00000353010	Q96BY7
ENSP00000293745	Q14CN4
ENSP00000237281	Q8TB52
ENSP00000227266	P53634
ENSP00000247194	Q96EM0
ENSP00000448073	F8VU11
ENSP00000043402	Q9BZR6
ENSP00000359052	Q5T8I3
ENSP00000382814	Q9H0X4
ENSP00000413707	Q8TF66
ENSP00000430241	Q9HAK2
ENSP00000342012	Q6E0U4
ENSP00000424827	P46934
ENSP00000400088	Q00526
ENSP00000410561	Q00526
ENSP00000365643	Q9BZ29
ENSP00000385510	P81274
ENSP00000355968	Q9Y6M5
ENSP00000437554	Q9UPP2
ENSP00000386738	Q9P0J7
ENSP00000318480	Q96TA2
ENSP00000297788	Q96JN2
ENSP00000259526	P48745
ENSP00000478253	B7ZM99
ENSP00000470034	Q9Y314
ENSP00000357829	Q5JPI9
ENSP00000277517	Q9BXS1
ENSP00000330898	Q9GZM3
ENSP00000221455	A0A0A0MQS2
ENSP00000261835	Q9Y6A2
ENSP00000362107	Q13643
ENSP00000368797	Q8WVZ9
ENSP00000354774	Q5W111
ENSP00000344546	Q8NFD5
ENSP00000344546	A0A3F2YNW7
ENSP00000297135	Q9UP83
ENSP00000307280	P05976
ENSP00000371420	Q14956
ENSP00000284322	Q7Z7G0
ENSP00000433623	Q9Y4K3
ENSP00000229812	Q15208
ENSP00000361483	Q5VW38
ENSP00000400099	Q6ZS17
ENSP00000231524	P36406
ENSP00000293379	P08648
ENSP00000276571	P06850
ENSP00000442157	Q8IYJ0
ENSP00000002165	Q9BTY2
ENSP00000359727	O95816
ENSP00000233997	P20160
ENSP00000337513	Q9HD15
ENSP00000301244	O43291
ENSP00000249344	Q9ULQ0
ENSP00000356607	Q86X27
ENSP00000356584	Q8NFQ8
ENSP00000334851	Q6MZT1
ENSP00000338671	O94844
ENSP00000264552	Q16763
ENSP00000361892	Q13043
ENSP00000221466	P55899
ENSP00000281171	Q16827
ENSP00000479494	Q5JVF3
ENSP00000444412	Q14587
ENSP00000254900	Q9H0E9
ENSP00000417354	O00461
ENSP00000346080	Q6P5R6
ENSP00000223145	Q86VQ1
ENSP00000356621	Q9UJF2
ENSP00000445508	O95628
ENSP00000350934	Q9H5N1
ENSP00000366936	Q15464
ENSP00000346453	Q8TEX9
ENSP00000262811	O60307
ENSP00000347244	Q9NZM3
ENSP00000350874	Q9H1A3
ENSP00000292853	Q8NI29
ENSP00000260324	Q9Y6N5
ENSP00000398824	Q96BD5
ENSP00000451261	Q9Y385
ENSP00000315768	P52630
ENSP00000329654	Q6IS24
ENSP00000384330	P13535
ENSP00000255977	Q9UHC7
ENSP00000376505	Q92844
ENSP00000016171	Q7KZN9
ENSP00000476672	Q2QD12
ENSP00000375069	Q86Y22
ENSP00000290663	Q96G25
ENSP00000347088	O95461
ENSP00000218089	Q8N3U4
ENSP00000353422	Q96RL7
ENSP00000367747	O75038
ENSP00000270824	Q9NVM1
ENSP00000371586	Q9UG56
ENSP00000257118	Q8IXK0
ENSP00000370839	Q16585
ENSP00000320563	Q6ZS81
ENSP00000323184	Q8TBZ2
ENSP00000444810	Q13451
ENSP00000290332	Q96NY7
ENSP00000368540	Q5T6F2
ENSP00000257017	Q14088
ENSP00000264454	Q9BRL7
ENSP00000356205	P30542
ENSP00000417190	Q8N5M1
ENSP00000336724	Q8WUA7
ENSP00000421965	Q96M27
ENSP00000363463	Q8N5G2
ENSP00000216117	P09601
ENSP00000362481	Q96BW1
ENSP00000279907	A0JNW5
ENSP00000295452	Q8N1C3
ENSP00000344125	Q8NAT1
ENSP00000264711	Q9NZQ0
ENSP00000455169	Q8NC67
ENSP00000185206	Q9NZA1
ENSP00000306185	P58335
ENSP00000387356	P16112
ENSP00000263629	P46199
ENSP00000329219	O95466
ENSP00000318914	Q8ND90
ENSP00000272542	Q8WUM9
ENSP00000369390	O94921
ENSP00000320821	O43896
ENSP00000241041	Q9Y5Y5
ENSP00000377504	Q96IQ9
ENSP00000238831	Q9BSR8
ENSP00000349629	P50851
ENSP00000360515	O75486
ENSP00000244230	O00566
ENSP00000442626	F5H7C1
ENSP00000296582	Q9NVA4
ENSP00000418221	Q6DKI1
ENSP00000362485	Q5VVW2
ENSP00000304642	Q9H6L5
ENSP00000264951	Q8IZH2
ENSP00000346829	Q5T9L3
ENSP00000384015	O94901
ENSP00000313110	Q8NH40
ENSP00000360483	Q9BTX1
ENSP00000334958	Q6F5E8
ENSP00000310520	Q92889
ENSP00000339692	Q9H2L5
ENSP00000362743	A6NCS6
ENSP00000271732	Q9H4A5
ENSP00000268261	O15305
ENSP00000344903	O60675
ENSP00000300107	O76031
ENSP00000368716	Q6N069
ENSP00000267970	O60637
ENSP00000407323	H7C2Q8
ENSP00000361658	Q5SRE5
ENSP00000399982	P49848
ENSP00000361845	O75844
ENSP00000359540	O75629
ENSP00000363191	P60602
ENSP00000370373	P68106
ENSP00000439250	O95302
ENSP00000263956	Q9Y5Q9
ENSP00000368253	P51843
ENSP00000292614	P52435
ENSP00000393922	Q8N2Y8
ENSP00000354080	Q8IWY4
ENSP00000295736	Q9Y6M7
ENSP00000399421	P16671
ENSP00000308622	Q53GS7
ENSP00000285871	Q8IYE0
ENSP00000452245	P34096
ENSP00000346886	Q06546
ENSP00000380982	Q15397
ENSP00000350263	O95427
ENSP00000362201	Q92563
ENSP00000480986	A0A087WXF8
ENSP00000354621	Q9HCE7
ENSP00000479617	A0A087WVR3
ENSP00000253188	Q9NS82
ENSP00000366179	Q96KC8
ENSP00000171887	Q9HBL0
ENSP00000301825	O75355
ENSP00000364886	P61587
ENSP00000265634	P47972
ENSP00000332103	Q9BRA0
ENSP00000347213	Q9Y5L3
ENSP00000315351	Q8N465
ENSP00000322396	Q15050
ENSP00000361095	Q5SWH9
ENSP00000197268	A2RU67
ENSP00000365817	P13747
ENSP00000298119	Q96NI6
ENSP00000384040	Q96PX6
ENSP00000306100	A0A8C8KD64
ENSP00000455585	P0CG23
ENSP00000359085	Q9Y2I2
ENSP00000242375	P51857
ENSP00000365944	Q9NRD1
ENSP00000301364	Q2NL82
ENSP00000276416	Q9NQY0
ENSP00000328835	Q969P6
ENSP00000255613	Q86Y97
ENSP00000394510	Q9ULL5
ENSP00000461388	Q8WZ82
ENSP00000321320	Q9BTY7
ENSP00000407112	Q6IQ20
ENSP00000331983	Q5VZK9
ENSP00000483328	A0A0B4J2F8
ENSP00000355060	Q9HCE6
ENSP00000323036	P15309
ENSP00000261402	O60285
ENSP00000340220	Q96N11
ENSP00000293328	P51692
ENSP00000293441	Q9Y566
ENSP00000360250	P49961
ENSP00000387739	Q8IY63
ENSP00000233099	Q9P2D3
ENSP00000245157	Q9BXC9
ENSP00000379228	Q76N89
ENSP00000313140	Q9NVH0
ENSP00000313875	P15529
ENSP00000441032	Q96CP6
ENSP00000313983	Q9BZ95
ENSP00000338777	P59780
ENSP00000265094	Q9UKB1
ENSP00000337825	P06239
ENSP00000258173	Q9H6L2
ENSP00000246914	Q96J92
ENSP00000345575	J3KPS0
ENSP00000437872	Q96D09
ENSP00000479104	Q8N4V2
ENSP00000425556	Q8WX93
ENSP00000225275	P05164
ENSP00000408025	P09467
ENSP00000262370	O60291
ENSP00000357307	Q9BT88
ENSP00000281092	P16591
ENSP00000170447	Q9H000
ENSP00000324701	Q9Y586
ENSP00000392025	Q9NQC7
ENSP00000254803	Q9NQZ2
ENSP00000278198	Q9HCJ2
ENSP00000414068	J3KR12
ENSP00000322218	Q9BZ72
ENSP00000321455	Q86XE3
ENSP00000363436	O60269
ENSP00000380159	Q96CP2
ENSP00000363984	Q9BRR3
ENSP00000303540	P35498
ENSP00000369853	Q9Y426
ENSP00000383212	Q2NKQ1
ENSP00000266087	Q9Y3I1
ENSP00000163416	Q8TBA6
ENSP00000243662	P57729
ENSP00000300976	Q53HC5
ENSP00000310842	Q9NVI1
ENSP00000358251	Q5W0V3
ENSP00000439467	Q16342
ENSP00000291634	Q9NSI2
ENSP00000417085	Q16348
ENSP00000351947	Q9H4L7
ENSP00000378483	P49795
ENSP00000346155	Q9NWZ5
ENSP00000323511	Q96T60
ENSP00000349781	Q0IIM8
ENSP00000433847	Q9P2W7
ENSP00000268058	P29590
ENSP00000393667	Q8IXS8
ENSP00000362387	O95858
ENSP00000481495	Q9GZR7
ENSP00000292539	Q96I34
ENSP00000338057	Q8TCC3
ENSP00000427900	Q9NQT8
ENSP00000261592	O94818
ENSP00000264151	Q9H4B0
ENSP00000383382	P13224
ENSP00000397073	Q9UDY6
ENSP00000359581	Q7LGA3
ENSP00000220669	Q8TCF1
ENSP00000324827	Q02040
ENSP00000390475	Q9P0U4
ENSP00000264833	O95897
ENSP00000392511	Q5FWE3
ENSP00000355607	O15228
ENSP00000377862	A0A6Q8JR05
ENSP00000358799	Q96T37
ENSP00000340243	Q13530
ENSP00000216124	A0A0C4DFZ2
ENSP00000404570	Q9UKX3
ENSP00000157600	Q9NZU5
ENSP00000259750	Q5TCY1
ENSP00000325808	Q8ND94
ENSP00000199936	P37059
ENSP00000313504	Q93100
ENSP00000473983	Q9BXJ8
ENSP00000339398	P01909
ENSP00000310561	A7KAX9
ENSP00000378350	Q9UJX2
ENSP00000363553	Q92633
ENSP00000342755	Q9H4P4
ENSP00000226279	P28907
ENSP00000341044	O00763
ENSP00000360968	Q8N118
ENSP00000370867	Q08188
ENSP00000344155	Q9BZC7
ENSP00000377934	Q2M1P5
ENSP00000440167	A4D1S5
ENSP00000417038	O75167
ENSP00000323663	Q8NFT6
ENSP00000006526	Q9H977
ENSP00000354842	O94900
ENSP00000376333	Q6P1M3
ENSP00000367552	Q8NDN9
ENSP00000266269	Q9HBE1
ENSP00000343746	Q92828
ENSP00000321195	Q9Y2G3
ENSP00000252137	Q96DF8
ENSP00000323148	P17029
ENSP00000371221	Q9Y217
ENSP00000273666	Q9Y2K9
ENSP00000299157	Q70UQ0
ENSP00000376258	Q969K3
ENSP00000301671	Q8N2G8
ENSP00000364742	Q6P3S6
ENSP00000353850	O14713
ENSP00000482613	A0A087WZE9
ENSP00000300134	P42226
ENSP00000485108	P0CB47
ENSP00000379643	Q9NXR1
ENSP00000160262	P32942
ENSP00000262432	Q6P1Q9
ENSP00000296468	Q8NHS3
ENSP00000376139	Q5MNZ6
ENSP00000481301	Q99624
ENSP00000302783	Q9Y5R8
ENSP00000334801	Q6PKH6
ENSP00000357005	Q9Y624
ENSP00000366475	Q2TAZ0
ENSP00000371728	Q9GZP1
ENSP00000462717	Q9NWM3
ENSP00000444743	F5H527
ENSP00000373277	Q6XE24
ENSP00000334113	Q8N5I4
ENSP00000404381	Q8TBM8
ENSP00000379691	Q6P996
ENSP00000402653	Q9BRX9
ENSP00000338217	Q9HCE3
ENSP00000355141	Q9NZV5
ENSP00000365503	A6NL88
ENSP00000297323	Q08828
ENSP00000364076	P01906
ENSP00000364595	Q92982
ENSP00000370671	Q9P2K6
ENSP00000376532	O75752
ENSP00000272771	Q9UIK5
ENSP00000295314	Q9NZQ9
ENSP00000447121	B4DL54
ENSP00000290039	A0A0A0MQY7
ENSP00000376421	Q58EX2
ENSP00000348722	Q96PZ0
ENSP00000318900	A7XYQ1
ENSP00000319829	Q8N1G0
ENSP00000380793	Q92685
ENSP00000362942	Q8IZ21
ENSP00000356489	O95278
ENSP00000483059	P49116
ENSP00000353600	P0DMN0
ENSP00000378570	P0DMM9
ENSP00000245255	Q96J94
ENSP00000322460	Q8IWT1
ENSP00000367292	Q9NZU0
ENSP00000317903	Q9Y2K5
